,Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Salary_Range,Salary_Type,Year_Experience,Seniority,Category,Requirements
10,[b'MCF-2020-0038549'],[b'Full Time'],"[b'Senior Executive, IT  (Web &amp; Mobile Applications)']",[b'Singapore Chinese Chamber of Commerce &amp; Industry'],[b'Posted 27 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$4,500</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Executive'],[b'Information Technology'],['']
11,[b'MCF-2020-0007123'],[b'Full Time'],"[b'Senior Executive, IT  (Web &amp; Mobile Applications)']",[b'Singapore Chinese Chamber of Commerce &amp; Industry'],[b'Posted 27 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$4,000</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Senior Executive'],[b'Information Technology'],"['\nDesign, develop & test integration between websites, web application, mobile application & supporting web services\nMaintain code integrity, quality and ensure responsiveness of application/Web APIs\nWorking through projects from conception to finished working systems\nProvide solution and technical expertise on the project assignment\nPerform quality assurance check on project delivery\nProvide technical support to stakeholders within the project\nDeliver regular and customized training to teams/users within the project\nPrepare application maintenance and upgrading schedules for the systems\nCreate and maintain technical documents and procedures\nManage outsourcing vendor / 3rd party resources to meet project timeline & delivery\nTo be a central of excellence & subject matter expert of technology, application & platform\n, \nMin. Diploma / Degree in IT; Fresh graduates with strong project portfolio may apply\nExperience with both front-end and back-end programming, coding languages and frameworks\nStrong experience with Web APIs \xa0(JSON & Restful API), mobile application development\nFamiliar with configuring, managing and monitoring systems on AliCloud, AWS & other cloud service \xa0\xa0\xa0\xa0\xa0providers is a plus.\nMust be a self-starter and able to work independently with minimum supervision\nMust be strong in analytical, critical thinking and problem-solving skill\nGood in verbal and written communication skills\n']"
12,[b'MCF-2020-0072268'],"[b'Permanent, Full Time']",[b'IT Trainer (Digitalization  /  Automation  /  Industry 4.0) \xe2\x80\x93 Immediate  /  West '],[b'GMP TECHNOLOGIES (S) PTE LTD'],[b'Posted 26 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$5,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,000</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Executive'],[b'Information Technology'],"['\nIdentify areas of enhancement for training courses towards Industry 4.0\nImplement course upgrade activities in terms of training content, exercise and technical works\nMapping out a detailed curriculum matrix for IT-related courses\nPrepare course material & training equipment and troubleshoots faulty parts accordingly\nConduct training courses and assist in course promotion activities\nUpkeep and maintain training equipment\n, \nDegree in Computer Science, IT, Electronics, Electrical or Mechatronics Engineering. Experienced in automation and manufacturing industry\nGood presentation skill is a must\nPreparation of training materials is a must\nWSQ Advanced Certification in Training and Assessment (ACTA) Certification is an added advantage\nFood industry-oriented training skills is an added advantage\nWillingness to travel whenever required\n']"
13,[b'MCF-2020-0071956'],[b'Full Time'],"[b'Industry Manager, Large Customer Sales (CPG, Retail, Government) - Singapore']",[b'GOOGLE ASIA PACIFIC PTE. LTD.'],[b'Posted 26 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$12,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$24,000</span></div>']",[b'Monthly'],[b'8 years  exp'],[b'Executive'],[b'Sales / Retail'],['']
14,[b'MCF-2020-0071773'],[b'Full Time'],[b'IT Project Manager ( Healthcare Industry  /  PMP Certified))'],[b'PEOPLE PROFILERS PTE. LTD.'],[b'Posted 26 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Manager'],[b'Information Technology'],['']
15,[b'MCF-2020-0072176'],"[b'Permanent, Full Time']",[b'Payroll Officer (MNC / Construction industry)'],[b'RS RECRUITMENT AGENCY LLP'],[b'Posted 26 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$2,800</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$4,000</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Executive'],"[b'Accounting / Auditing / Taxation, Building and Construction']",['']
16,[b'MCF-2020-0072132'],"[b'Permanent, Full Time']",[b'Accounts Assistant (MNC / Construction industry)'],[b'RS RECRUITMENT AGENCY LLP'],[b'Posted 26 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$2,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$3,000</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Executive'],"[b'Accounting / Auditing / Taxation, Building and Construction']",['']
17,[b'MCF-2020-0072203'],[b'Full Time'],[b'Data Engineer'],[b'PUMAS AUTOMATION &amp; ROBOTICS PTE LTD'],[b'Posted 26 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,000</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Professional'],"[b'Consulting, Engineering, Information Technology']","['\nDevelop and design the architecture for IIoT data ingestion and processing to build smart factory solutions.\nProvide our customers and the team with data analytics and intelligence.\nEngineer and deploy scalable infrastructure and big-data tools to enable applications such as real-time abnormally detection and predictive capabilities.\n, \nBackground in computer science or engineering.\nAbility to pull data from many different sources, analyze, extract, normalize, and organize \xa0\xa0\xa0\xa0\xa0relevant information.\nDeep knowledge of descriptive, diagnostic, predictive and prescriptive data analytics.\nIndustry experience in data science and analysis, exposure to structured, semi-structured and non-structured data.\nGood knowledge of Python and analytics libraries. Additional knowledge in web technologies JavaScript, REST, Java and .net is a plus.\nGood understanding of software development life cycle, from defining user requirements to \xa0\xa0\xa0\xa0\xa0testing and deployment.\nSound knowledge of Machine Learning (ML), building Deep Learning (DL) models a plus.\nExperience with manufacturing data a plus.\nExposure to Big data technology eg. Cassandra, Hadoop, Apache Spark.\nPrevious exposure to IaaS platforms such as Azure, Google and AWS.\n']"
18,[b'MCF-2020-0072217'],[b'Full Time'],[b'IIoT Engineer'],[b'PUMAS AUTOMATION &amp; ROBOTICS PTE LTD'],[b'Posted 26 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Professional'],"[b'Consulting, Engineering, Information Technology']","['\nBuilding and operating IIoT platforms and solutions for our smart factory customers.\nArchitecting, installing and setting up infrastructure (servers, data storage), permissions and control as well as security.\nConsult and advise customers in their operations, by maintaining software updates, scaling the solution and any type of service that keeps the system optimized.\n, \nYou have a strong background and 5+ years’ experience in IT with a keen interest in OT. Exposure to manufacturing and industrial environments a plus.\nAbility to maintain infrastructure, data and system security and integrity.\nExperience keeping systems scalable and performant. \xa0Knowledge to avoid system/network outages and data loss.\nBroad knowledge in networking. Setup and management (Subnets, VLANs, TCP/IP, Security and Firewalls).\nBonus if you have experience with ERP systems such as SAP or IIoT platforms such as Wonderware Systems or PTC Thingworx.\nExperience with on-premise enterprise infrastructure, Microsoft, as well as exposure to cloud services Azure, Google and AWS.\nGood command in English communication and computer literacy.\n']"
19,[b'MCF-2020-0071659'],[b'Contract'],[b'Business Analyst  (Banking  / Financial Industry)'],[b'ZENITH INFOTECH (S) PTE LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Professional'],[b'Information Technology'],['']
20,[b'MCF-2020-0071036'],[b'Full Time'],[b'Designer - Marketing Collaterals'],[b'INDUSTRY PLATFORM PTE. LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$1,800</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$2,400</span></div>']",[b'Monthly'],[],[b'Fresh/entry level'],"[b'Design, Marketing / Public Relations']",['']
21,[b'MCF-2020-0071165'],[b'Full Time'],[b'Supply Chain Executive (5 DAYS WEEK / WOODLANDS)'],[b'YEAKIN PLASTIC INDUSTRY PTE LTD'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$2,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$3,600</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Logistics / Supply Chain'],"['\nResponsible for sourcing, negotiating, selection, logistics, expediting, planning, inventory management.\nSourcing of materials/engineering parts locally/overseas with according to Bill Of Material (B.O.M) and equipment, goods and services.\nDevelop and establish approved vendors/suppliers list.\nWork closely with suppliers and project team to meet the project requirements.\nPerform daily operational purchasing matters and coordinate shipping documentation, logistics and schedules.\nMaintain supplier base information.\nSchedule and conduct supplier audits, and compile audit findings as per ISO requirements.\nLiaise with AP in regards to supplier invoice and payment issues.\nOther related duties if required.\n, \nMinimum Diploma in Supply Chain Management or Logistic or Purchasing.\nPreferred 5 years relevant working experience in manufacturing industry.\nAbility to gather and analyse data and to work with figures.\nProficient in MS office &\xa0competent in excel.\nMS Navision ERP system or SAP hand on experience.\nFamiliar with ISO 9001, 14001 and 13485 Quality Management System.\nAbility to multi-task and work under tight deadline.\nMeticulous, proactive and independent.\nSelf-motivated, highly resourceful and organized.\nGood communications skills.\nApplicants must be willing to work in WOODLANDS.\n5 days/week and Full-Time positions.\nAble to start work within short notice preferred.\n']"
22,[b'MCF-2020-0071102'],[b'Full Time'],[b'ENGINEER - QEM'],[b'MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$3,400</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,500</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Fresh/entry level'],[b'Engineering'],"['\nDrive process and product improvements and solutions to ensure that product quality and reliability meet or exceed customer requirements\nScope of work includes and are not limited to Industry 4.0 Solutions, process control solutions, statistical process monitoring, failure analysis, new product introduction and yield improvement\n']"
23,[b'MCF-2020-0070921'],"[b'Permanent, Full Time']",[b'Digital Onsite Engineer'],[b'HERAEUS MATERIALS SINGAPORE PTE. LTD.'],[b'Posted 25 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$5,000</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Executive'],[b'Information Technology'],"['\nUnderstand Industry 4.0 needs of customers and implement relevant IOT technology in shopfloor environment\nWork on shopfloor machine integration to IOT platform and provide consulting to the customer to analyze machine data\nEngage with global cross-functional teams (namely customers, IOT/Digital Factory, IT infrastructure) to identify potential digitalization possibilities that bring value to business and lead projects right from prototyping to solution implementation\nInspire regional teammates and customers for digitalization and conduct training to build digital knowledge\nProvide support of Client Windows Operating Systems, Office Applications and IT related services\nResponsible for the local site level Network Switch Room which includes WAN link and network infrastructure equipment\nCascade IT communication to local site users\nCollect local management and user feedback on IT services and provide inputs to the leadership team continuously improve IT services\nContinuous monitoring of operations and proactive development to improve user experience\nSupport onsite infrastructure project rollouts\nRecommend solution and ideas for improvement and optimization\n']"
24,[b'MCF-2020-0070696'],"[b'Permanent, Full Time']",[b'Sanitation Assistant (food manufacturing industry)'],[b'INSPIRE RECRUITMENT CONSULTING PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$2,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$3,000</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Executive'],"[b'Environment / Health, Manufacturing']","['\nA thorough and detailed understanding of bakery operations and food manufacturingrequirements.\nPossess theability to work productively, efficiently & effectively withinitiative and drive under tight timescales, multiple projects andpressure whilst maintaining attention to detail and quality.\nPossess thewillingness to learn, improve and adapt.\nPossess relevant IT skills in basic MS Office applications - Outlook, Excel & Word.\nGood problem-solving skills for developing creative solutions and meeting objectives.\nAttention to detail and accuracy.\nAbility to work well under deadlines and pressure.\nExcellent analytical and problem-solving skills.\nAble to work on own initiative and as a team player.\nFlexibility – Saturday’s, holiday in fill as required & public holidays.\n']"
25,[b'MCF-2020-0070480'],[b'Permanent'],[b'Software Engineer (Automation Industry) '],[b'OAKTREE CONSULTING'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$4,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$6,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Senior Executive'],"[b'Engineering, Information Technology, Others']","['\nSoftware Design, Development and Maintenance (PC Programming)\nSystem Implementation, Testing, Debugging and Documentation\nAnalyze existing software and identify areas for modification and improvement\nTroubleshooting at customer’s site\n, \nDegree in relevant discipline with preferably more than 5 years of experience in software development in the automation industry\nStrong PC programming skills\nExperience in motion control and process control\nExperience in C programming\nExperience in Vision System software development is an advantage\nKnowledge in SECS/GEM standards and implementation is preferred\nStrong troubleshooting and analytical skills\nGood command of written and spoken English\nResponsible, hardworking and committed\nAble to work under tight schedules\nAble to work after office hours when required\nAble to travel within short notice when required\n']"
26,[b'MCF-2020-0070127'],[b'Permanent'],[b'Accounts Assistant - Trading Industry'],[b'FLINTEX CONSULTING PTE. LTD.'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$2,200</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$2,700</span></div>']",[b'Monthly'],[b'2 years  exp'],[b'Executive'],[b'Accounting / Auditing / Taxation'],['']
27,[b'MCF-2020-0070098'],[b'Full Time'],[b'Admin Assistant'],[b'HILLTECHS PACKAGING INDUSTRY PRIVATE LIMITED'],[b'Posted 24 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$1,300</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$1,600</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Fresh/entry level'],[b'Admin / Secretarial'],['']
