Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Salary_range,Qualification,New_Skills
MCF-2020-0070394,Contract Permanent,IT - Data Science Analyst,NTT DATA SINGAPORE PTE. LTD.,Posted 24 Mar 2020,1,Executive,Information Technology,A university degree higher Statistics/ Data Science/ Computing/Engineering A understanding data analysis machine learning NLP concepts Python Pyspark Spark SQL/mysql Hadoop -system (Hive HDFS Pig .) End end data deployment production environment Familiarity Linux system Knowledge software development life Experience time Experience unstructured data sources analysis,5000.0,8500.0,6750.0,High,%degree%engineering%statistic,python%hadoop%sql%spark%linux%nlp%hive%machine learning
MCF-2020-0070586,Permanent,Senior Staff Data Scientist,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,Posted 24 Mar 2020,7,Professional,Engineering Manufacturing Sciences  Laboratory  R&D,Work subject matter experts questions development visualizations techniques inDataMining Machine Learning Statistics Execute Industry 4.0 Prognostics Health Management projects Seagate APAC Operations stakeholders Technical lead data science projects area Deep Learning Develop data mining exploration Design develop machine learning deep learning algorithms Leverage / machine learning methods problems Quantify value subject matter experts Provide staff Highly proficient Python SQL R Solid technical machine learning deep learning data mining data structures Hands- Keras Tensorflow XGBoost CNN GAN RNN Time Series Analysis Experience full- development. Knowledge Hadoop Spark. Ability infrastructure Version Git. Understanding software practices Demonstrate Leadership Ability lead staff close Teamwork self-motivated. Self-starter. Ability influence. Ability well environment Strong oral written communication . Strong analysis clear A well native non-native English Able participate conference hours Working : Industrial IoT Sensing & Devices Predictive Maintenance Prognostics & Health Management Industry 4.0 . Knowledge Time-series analysis Thesis research topics predictive analytics - time-series language intelligence machine learning Proficiency Java JavaScript would plus,7000.0,14000.0,10500.0,High,%statistic%business,python%java%hadoop%sql%spark%tensorflow%deep learning%git%machine learning%natural language%cloud%keras
MCF-2020-0070323,Permanent,Finance Associate,NETFLIX PTE. LTD.,Posted 24 Mar 2020,5,Executive,Banking  Finance,The Associate report Manager Content Strategy & Analysis Southeast Asia based Singapore partner go- Southeast Asia Content Team. Preparing deal analyses ( testing .) partnership Creative Business Affairs teams Conducting market Southeast Asia Conducting analysis key trends Regularly reports - - leaders Compiling post- analyses optimization improvement Working cross- CS&A well Product Marketing Consumer Insights Data Science teams Candidates required Candidates fast-paced intellectual results integrity ethics. Candidates must flexible 2-5 / media/ / strategy/business development/ . We worked highly- analysis Prior Media/Entertainment plus Prior Southeast Asian markets High aptitude strong Excel Familiarity analysis Adept High proficiency MS Excel & PowerPoint working statistics Bachelor degree mathematics statistics relevant field English Bahasa / Thai,12000.0,15000.0,13500.0,High,%degree%statistic%math%business,%optimization
MCF-2020-0068996,Permanent,Data Science & AI Training Instructor,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,Posted 23 Mar 2020,5,Senior Executive,Engineering Manufacturing Sciences  Laboratory  R&D Others,Be Evangelist area data science advanced analytics grow Seagate Be Head Coach CDS . Ability CDS learning solving data science techniques Design maintain program Be subject (SME) program Work closely Program Manager develop Conduct workshops Programs participants. Prepare solutions. Share data best practices Develop AI Trainer Program Create lead blog Monitor respond queries Provide support queries Complete ad- required Act part certification Be required conference hours communicate stakeholders Good oral written communication . Ability clear CDS Certification Program participants Effective organizational time management Demonstrated professional ethics A self-starter. Ability well environment A well native non-native English Experienced data scientist passionate teaching Highly proficient - Python Python libraries SQL R TensorFlow Hands- software KNIME Good understanding Hadoop Spark AWS Azure Containerization Edge Compute Solid technical machine learning deep learning data Relevant Data Science/Analytics Relevant / delivering Data Science/Analytics training plus. Ability,5000.0,8000.0,6500.0,High,%statistic,python%hadoop%sql%spark%tensorflow%deep learning%aws%azure%container%machine learning
MCF-2020-0069198,Permanent,Principal (Data / AI / Analytic),INFOSYS CONSULTING PTE. LTD.,Posted 23 Mar 2020,10,Middle Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To analytics business strategies artificial intelligence(AI) machine learning data science business intelligence. Ability sets data sets visualization data analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ecosystem including ( limited ) process business Experience advisory financial services / Telcos Ability information / help execution improve products value client business Ability sets data/information information Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / budget management controls risks issues / Experience Consulting . Understanding assets. Conceptualise data Assess BI/EPM develop - architecture business case Own outcomes Understanding data modelling big data real-time data Masters management . Manages value client Infosys. Reports risks. Functional domains- IoT AI Blockchain AR/VR Cloud Machine Learning Data Management Data architecture. Leads teams Establishes deployment delivery area Begins leadership IP Develops specialization. Builds Bachelors degree Economics Engineering Strategy Statistics advanced degree (Masters MBA PhD .) preferred Relevant e.g. customer strategy journey segmentation advanced model process cost IT . Tertiary qualifications marketing . Analytical Skills: Ability findings - . Collaborative social: Must people. Exceptional Communication . Strong Problem Solving Skills:See world clients. Relationship Management-Build clients internal stakeholders,10000.0,14000.0,12000.0,High,phd%master%degree%computer science%engineering%statistic%business,%sql%tableau%sas%git%machine learning%cloud%optimization%qlik
MCF-2020-0069190,Permanent,Senior Principal (Data / AI / Analytics),INFOSYS CONSULTING PTE. LTD.,Posted 23 Mar 2020,10,Middle Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To analytics business strategies artificial intelligence(AI) machine learning data science business intelligence. Ability sets data sets visualization data analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ecosystem including ( limited ) process business Experience advisory financial services / Telcos Ability information / help execution improve products value client business Ability sets data/information information Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / budget management controls risks issues / Experience Consulting . Understanding assets. Conceptualise data Assess BI/EPM develop - architecture business case Own outcomes Understanding data modelling big data real-time data Lead delivery domains- IoT AI Blockchain AR/VR Cloud Machine Learning Data Management Data architecture. Represents Infosys client interactions client Manages Establishes builds IP offerings Coaches project members hard . Adjusts style approach get individual Opens conversations new lead opportunities. Presents effectively self others Masters . Delivers . Delivers Bachelors degree Economics Engineering Strategy Statistics advanced degree (Masters MBA PhD .) preferred Relevant e.g. customer strategy journey segmentation advanced model process cost IT . Tertiary qualifications marketing . Analytical Skills: Ability findings - . Collaborative social: Must people. Exceptional Communication . Strong Problem Solving Skills:See world clients. Relationship Management-Build clients internal stakeholders,13000.0,18000.0,15500.0,High,phd%master%degree%computer science%engineering%statistic%business,%sql%tableau%sas%git%machine learning%cloud%optimization%qlik
MCF-2020-0069107,Permanent,A1 Support Engineer,DATAROBOT SINGAPORE PTE. LTD.,Posted 23 Mar 2020,3,Professional,Information Technology,Respond customers DataRobot Platform Triage problems DataRobot Platform Work DataRobot subject matter scientists engineers issues Assist develop support Design services platform Learn DataRobot Platform techniques Document Develop career data science Experience enterprise SaaS products AWS Experience procedures Data Analyst Data Operations working BI tools. Experience SQL R Python Experience working Linux Strong verbal written communication 3+ analytical technical passion learn Bachelor degree relevant field (Computer Science Statistics Math) equivalent A degree computer science data science Experience Jupyter Anaconda Experience Data Science Data Analyst Data Operations working big data. Respond customers DataRobot Platform Triage problems DataRobot Platform Work DataRobot subject matter scientists engineers issues Assist develop support Design services platform Learn DataRobot Platform techniques Document Develop career data science,5000.0,12500.0,8750.0,High,%degree%computer science%statistic%math,python%sql%linux%aws%jupyter
MCF-2020-0069476,Permanent,Data Scientist,PALO IT SINGAPORE PTE. LTD.,Posted 23 Mar 2020,3,Executive,Consulting Information Technology,Identify use AI & Machine Define data fit clients state- - -art methods solve problems efficient manner Build statistical machine learning techniques patterns large data sets Communicate potential improvement Evaluate third emerging technologies (e.g. deep learning NLP) Collaborate clients Palo IT practices build - - gather data features ML algorithms well machine data- Participate development assets/ Contribute thought leadership research You BachelorMaster PhD degree Computer Science Statistics discipline performance analytic required You 3 working Good supervised/ learning techniques algorithms Good applied languages RPython(NumPy pandas) SAS SPSS . Experience machine learning frameworks(e.g scikit-learn SparkMLlibCaffe TensorFlow) / data (e.g. SAS Dataiku) Data- SQLdata wrangling data modelling Exposure tools / (eg. Tableau Qlik D3.js GGplot) Willingness data science techniques deep learning NLP... Willingness part multi- business problems end- -end,5000.0,8000.0,6500.0,High,phd%master%degree%computer science%statistic%business,python%sql%spark%tensorflow%scikit%caffe%deep learning%nlp%tableau%sas%pandas%machine learning%qlik%d3.js
MCF-2020-0069641,Permanent,Project Manager (Visual Communication),NANYANG TECHNOLOGICAL UNIVERSITY,Posted 23 Mar 2020,5,Professional,Sciences  Laboratory  R&D,Oversee Centres AI Apps (Android iOS) Drive Apps Pursue integration AI Unity based IntelliK platform Prepare Centre Director Bachelor degree Fine Arts (Visual Communication) Background art Experience managing Unity projects Minimum 5 relevant academic,4200.0,6200.0,5200.0,Med,%degree,%git
MCF-2020-0068885,Contract Permanent,Software Architect (Special Projects) AI3 A*STAR,A*STAR RESEARCH ENTITIES,Posted 22 Mar 2020,15,Manager,Engineering Sciences  Laboratory  R&D,Key drive required developing delivery Manage software well ensure quality . Provide Develop Software Design Document well -components Technology Readiness Level Develop -flows achieve 15+ Bachelor degree Electrical/Electronics/Computer Engineering. Technical data management/artificial Project management Multi-stakeholder management People- Strong programming quantitative (e.g. statistical analysis) Ability independently,7900.0,13800.0,10850.0,High,%degree%engineering%statistic%computer engineering,
MCF-2020-0067896,Permanent,Data Science Lead,WIPRO LIMITED (SINGAPORE BRANCH),Posted 20 Mar 2020,7,Professional,Information Technology,Manage data science machine learning Bigdata Project delivery Interpret problems Build predictive models Test performance data- Visualize data Experiment techniques Align organizational goals Overall 7-10 Solid understanding machine learning Data Scientist Build Features raw data come data Knowledge data management visualization techniques Good Pyspark XGBoost Scikitlearn Tensorflow Experience SQL NoSQL databases Strong organizational leadership Degree Computer Science Data Science,5000.0,10000.0,7500.0,High,%degree%computer science,%sql%spark%tensorflow%scikit%machine learning
MCF-2020-0067824,Permanent,Data Engineer,TALENT STORK PTE. LTD.,Posted 20 Mar 2020,5,Junior Executive,Information Technology,Personally involved development . Designing developing scaling big data technologies . Build analytics tools data pipeline insights key metrics. Build transformation loading data data sources SQL AWS big data technologies. Assemble large complex data sets / non- requirements. Engage directly key understand business strategies . Identify : - scalability . Experience designing data models efficiency quality data. Programming programming languages : C C++ Java Perl Python Experience building data pipeline data analytics solutions. Strong driven understand data. Knowledge writing Advanced SQLs performance tuning SQLs. Database development Relational MPP/distributed systems Oracle/Teradata/Vertica/Hadoop Experience data science machine /technologies plus.,5000.0,7000.0,6000.0,Med,%business,python%java%scala%hadoop%sql%perl%aws%c++%machine learning%oracle
MCF-2020-0067984,Permanent,Data Scientist,FPT INFORMATION SYSTEM SINGAPORE PTE. LTD.,Posted 20 Mar 2020,3,Professional,Information Technology,Member - data analytics AI development works machine learning (including NLP learning) experimental optimization. Oversee technical partners /services data analytics data science AI. Support business users assessment/validation partner- deployment production. Help business Tableau dashboards . Extract insights data visualization. Work closely application development teams /machine RESTful-API microservices. BS Computer Science Mathematics Statistics Physics discipline required. Advanced degree analytics machine learning AI preferred. Intermediate Python. Conversant algorithm SQL. Functional/object- development Java Scala plus. At 2 relevant industry two : Hands- learning AI information retrieval. Experience GPU- learning frameworks ( Keras TensorFlow PyTorch) plus. Knowledge working - systems Spark Kafka. Knowledge Bayesian statistics . Knowledge working data visualization tools like Tableau PowerBI Qlik. Experience Agile/Scrum/Kanban methodologies plus. Hands- AWS GCP plus. Excellent interpersonal & communication non-technical business users. Proven problem-solver.,6000.0,7500.0,6750.0,High,%degree%computer science%statistic%math%business,python%java%scala%sql%spark%tensorflow%pytorch%deep learning%nlp%aws%kafka%tableau%agile%machine learning%cloud%optimization%api%keras%qlik%gcp%scrum
MCF-2020-0068392,Permanent,Product Manager (AI and Cloud Software),ASUS GLOBAL PTE. LTD.,Posted 20 Mar 2020,4,Manager,Information Technology,Early- Working closely Finding fit Building Business Plan Identifying MVP Go-To-Market strategy Building roadmap Ability marketing business Comfortable development startup markets Degree fields Engineering Product Design Business . Minimum 4 product management industry Building Creating Performing Running Experience/familiarity AI/ML/Data Science products Startup creation Executing fast-paced dynamic environment Ability English Chinese EnglishandChinesespeakingstakeholders Ability travel meet clients,5000.0,8000.0,6500.0,High,%degree%engineering%business,
MCF-2020-0067299,Permanent,Data Engineer,TALENT STORK PTE. LTD.,Posted 19 Mar 2020,3,Executive,Engineering,Involve development developing scaling big data technologies (Teradata HANA Vertica Hadoop Kafka Spark Cassandra ). Build analytics tools data pipeline insights key metrics. Build transformation loading data data sources SQL AWS big data technologies. Assemble large complex data sets / non- requirements. Engage directly key understand business strategies . Identify : - scalability . Experience designing data models efficiency quality data. Programming programming languages : C C++ Java Perl Python Experience building data pipeline data analytics solutions. Strong driven understand data. Knowledge writing Advanced SQLs performance tuning SQLs. Database development Relational MPP/distributed systems. Experience data science machine /technologies plus.,7000.0,7500.0,7250.0,High,%business,python%java%scala%hadoop%sql%spark%perl%aws%kafka%cassandra%c++%machine learning
MCF-2020-0067374,Permanent,Machine Learning Engineer - 20160532,CITIBANK N.A.,Posted 19 Mar 2020,3,Middle Management,Banking  Finance,Build data science applications - systems machine learning statistical methods analytics techniques. Build analytics solutions . Plan - ecosystem customer marketing. Monitor control phases development process analysis implementation well operational support applications business users Ensure procedures followed processes Appropriately firm Citigroup clients assets Policy managing issues . 3+ machine pipelines analytics techniques. In depth building data deployment monitoring. Working engineering automation. Good understanding principles software engineering data analytics. Hands- XGBoost scikit-learn PySpark Tensorflow preferred. Experience financial preferred. Bachelors degree/University degree equivalent,5000.0,8500.0,6750.0,High,%degree%engineering%statistic%business,%scala%spark%tensorflow%scikit%aws%machine learning
MCF-2020-0067516,Permanent,Cyber Security Engineer,HEARTI LAB PTE. LTD.,Posted 19 Mar 2020,3,Executive,Engineering Information Technology,Explore collaborate data science develop client- Work product data insights well develop Provide cyber & collaboration Perform review Provide analysis data networks Provide detection incidents Provide services,4500.0,7000.0,5750.0,Med,,%.net
MCF-2020-0066765,Contract,Research Fellow (contract ending 31 March 2021) LARC,STAFFONDEMAND PTE. LTD.,Posted 19 Mar 2020,3,Middle Management,Engineering,The Research Fellow LARC (Living Analytics Research Centre) researchers / Data Text Mining Machine Learning Deep Learning Crowdsourcing Recommender Systems Social-Urban Sensing Big Data Infrastructure. Design develop algorithms models. Design tools systems. Assist capabilities big data infrastructure . PhD Computer Science disciplines. Good relevant possess research . Proficient one programming languages: Java Python C# C++ C. Strong interest Al Deep Learning Machine Learning field . Self-motivated . Excellent player inter-personal . Analytical attention .,4000.0,8000.0,6000.0,Med,phd%computer science%business,python%java%deep learning%c++%machine learning%c#
MCF-2020-0066535,Permanent,Data Scientist,TRUSTY CARS PTE. LTD.,Posted 18 Mar 2020,3,Executive,Information Technology,Exploring Fluid data systems tools Fluid mining techniques ( detection optimization) identify improvement business/product Identify opportunities / opportunities/processes Assist metric Manage hiring mentor fellow members Master Ph.D. Computer Science Statistics Mathematics Economics quantitative discipline At 3 5 - Data Science role exposure proficiency quantitative statistical - testing algorithm-optimization machine learning Strong algorithms Strong working Scikit machine learning models Fluid programming (MySQL SQL Python) Fluid variety preferably Python Broad- attention detail strong insights Excellent communication (oral written presentation ) (technical non-technical) business/ Experience working product- e- advantageous,5000.0,8000.0,6500.0,High,%master%computer science%statistic%math%business%ph.d,python%sql%scikit%machine learning%optimization
MCF-2020-0065262,Permanent,Senior Data Engineer,GLOBAL SEARCH PARTNERS PTE. LTD.,Posted 17 Mar 2020,5,Professional,Information Technology,Preferably 5-7 relevant proven track record Software Development & Integration data analytics Engineering business problems Strong data / SQL ETL implementation Proficient data like Python R SQL Statistics depth ML Algorithms Framework & Open source Libraries Hands- - data technologies like Hive Spark . Hands- Oracle MySQL NoSQL databases Good understanding building Working Logistics Transformation domain Project management commitment Self-motivated willing share Strong communication visualization collaborate required,4000.0,7500.0,5750.0,Med,%engineering%statistic%business,python%scala%sql%spark%hive%oracle
MCF-2020-0065375,Permanent,AI Computer Vision Engineer,ASUS GLOBAL PTE. LTD.,Posted 17 Mar 2020,5,Executive,Engineering,Work members develop implement AI projects specialization Image Video Processing Master data analysis data understand data . Work closely data systems . Design build infrastructure preparation loading data variety sources technology. Identify AI/ML technologies solve problems. Deploy integrate AI models back- build front- ( APP). Cooperate internal/ data. Aggressively - - - - tier-1 . Bachelor Degree Computer Science field 5 relevant Good programming problem Python C++ Familiar Deep Neuron Network CNN R-CNNVGGNetResNet Familiar Caffe Tensorflow Enjoy presentation Experience OpenCV OpenGL Experience Camera 3A algorithm Experience Kaggle DNN Proficient English,4000.0,8000.0,6000.0,Med,%master%degree%computer science,python%tensorflow%caffe%c++%opencv%.net
MCF-2020-0065537,Permanent,SOFTWARE ENGINEER,MAGRATH (SINGAPORE) PTE. LTD.,Posted 17 Mar 2020,1,Professional,Banking  Finance,Designing Executing market data Developing high firm Deliver enable Enhance overall order provide world class . Hands development technology . This guidance Close collaboration Work closely researchers Operations & compliance & feedback Own applications production support Bachelors Masters degree Engineering Computer Science equivalent High proficiency data structures algorithms High degree comfort programming C/C++ Very communication,6000.0,8000.0,7000.0,High,%master%degree%computer science%engineering,%c++
MCF-2020-0065377,Permanent,Machine Learning Engineer,ASUS GLOBAL PTE. LTD.,Posted 17 Mar 2020,3,Executive,Engineering,Analyze needed Find 3- data discovery Feature analysis Feature Long- forecasting learning techniques Integrate business processes Masters Ph.D. Computer Science Statistics Industrial Engineering discipline 3 practical data machine Hands- data manipulation Python Julia Experience data Zeplin Jupyter -learn NLTK Experience ML frameworks TensorFlow Keras PyTorch Good communication collaboration people variety Proficient English,4000.0,8000.0,6000.0,Med,%master%computer science%engineering%statistic%business%ph.d,python%tensorflow%scikit%pytorch%julia%jupyter%nltk%pandas%machine learning%keras
MCF-2020-0065347,Permanent,Data Scientist,AMARIS.AI PTE. LTD.,Posted 17 Mar 2020,3,Professional,Information Technology,Extract analyze understand domain problem business Design develop implement Maintenance Data Science Pipelines support Work closely Data Engineers amounts data variety statistical techniques. Documentation solution configuration . Industrialize Machine Models integration Knowledge transfer customer rest members 3+ Statistics expert ( analyzing large amounts data) variety statistical techniques. 3+ Machine Learning techniques: feature evaluation 1+ Time Series Analyisis 1+ Scala . Functional programming 1+ Hadoop platform Apache Spark 1+ Knowledge Telecommunication/Fintech Sector 1+ Deep Learning,4000.0,7000.0,5500.0,Med,%engineering%statistic%business,python%scala%hadoop%spark%deep learning%apache%machine learning%optimization
