Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Salary_range
MCF-2020-0070901,Contract Permanent,Data Scientist (Scientific Infrastructure and Analytics) ICES,A*STAR RESEARCH ENTITIES,Posted 25 Mar 2020,2,Jr Executive,Sciences  Laboratory  R&D,Work researchers establish data model chemistry/process development Collaborate IT establish data completeness data. Apply build analytics scientific . Work management develop strategy limited identifying chemistry/ processing visualizations self-service. Work researchers create effectiveness ICES Act project teams application process modeling support catalyst chemistry/process development. Support building data- data- data- analysis Be methods apply business techniques models Actively internal external business IT network PhD Masters Degree Science Computer Science . (Experience 2-5 (PhD) 5 (Masters) Ability operations technology problems apply high degree innovation. Working large data management analysis well strategies visualization communication Strong foundation statistical data management data security data visualization science. Knowledge programming languages platforms R Python JAVA C++ Python .NET SQL Working artificial including Artificial Neural Networks (ANNs) Genetic Algorithms (GAs) Swarm Intelligence Multi-objective Optimizations Fuzzy Logic Systems Good chemistry desirable Excellent communication oral written Flexibility demands responsibilities Ability plan/ tasks high documentation Ability efficiently multi- -,4500.0,9000.0,6750.0,Med
JOB-2019-0181900,Permanent,Infrastructure Engineer Infrastructure Data & Platform,GOVERNMENT TECHNOLOGY AGENCY,Posted 25 Mar 2020,0,Management,Information Technology Public  Civil Service,Key building management new data platform Whole-Of-Government services Responsible development real-time batch data processing pipelines scale data Data Analysts Collaborate stakeholders Whole-Of-Government Degree Computer Science Computer Electronics Engineering Information Technology disciplines Minimum 3 relevant IT deploying IT services roles Familiar frameworks Spark Good understanding programming languages Python Java Scala Strong command SQL NoSQL Experience data warehousing The : Building data use ETL tools Informatica NiFi Flink Ability Hadoop Hortonworks Cloudera Experience data science libraries Python Pandas Numpy Seaborn Understand ICT domain Enterprise ADPowershell / Bash scripting  Building data use ETL tools Informatica NiFi Flink Ability Hadoop Hortonworks Cloudera Experience data science libraries Python Pandas Numpy Seaborn Understand ICT domain Enterprise ADPowershell / Bash scripting  Good player strong analytical problem solving,5000.0,10000.0,7500.0,Med
MCF-2020-0071259,Permanent,Manager Digital Experience - Global Finance,JOHNSON & JOHNSON PTE. LTD.,Posted 25 Mar 2020,5,Management,Information Technology,Identify user requirements project developers Formulate use Develop Human Centric experiences Understanding data Science capabilities Recommendation Engine collaboration Manage engage SMEs internal stakeholders IT development partners Drive innovation experimentation Iterative testing Work stakeholders management resolution Define management Maintain features Digital Platform Governance Keep - -date trends space data analytics data science 5 8 relevant UX human- Experience Design Thinking / Human- Design Operational -set data problem-solving complexity Proven track record . Ability variety Exceptional interpersonal communication ( written verbal) . Experience technical non-technical Energetic problem-solving deal point necessary Working BI platform Strong program Strong sense ownership spirit done Good -functional Advanced quantitative analytical Structured thinking strong problem- Result oriented driven Working understanding Agile methodology Individual preferred must Ability lead teamwork drive common goals achievements Good written,8000.0,16000.0,12000.0,High
JOB-2020-0000812,Permanent,DevOps Engineer (Enterprise Information Management),GOVERNMENT TECHNOLOGY AGENCY,Posted 25 Mar 2020,0,Management,Information Technology Public  Civil Service,Provide production operational support system Participate building big data infrastructure analytics data science Develop deployment components system Perform existing new Build Continuous Integration Delivery (CI/CD) pipeline applications Liaise 3rd / manage technical issues Degree Diploma Computer Science Information Technology disciplines Hands- SQL Microsoft Business Intelligence data management limited : SQL Server Integration Services (SSIS) SQL Server Analytics Services (SSAS) SQL Server Reporting Services (SSRS) Power BI Sharepoint  Team Foundation Studio JIRA Experience one : Virtualisation (e.g. VMWare VSphere products) Container Technologies (e.g. Docker) Secure code review / Automated testing Big Data platforms (e.g. Hadoop Git) Scripting languages (e.g. PowerShell R Python) .NET programming Agile Continuous Integration tools Team player communication (interpersonal verbal) SQL Server Integration Services (SSIS) SQL Server Analytics Services (SSAS) SQL Server Reporting Services (SSRS) Power BI Sharepoint  Team Foundation Studio JIRA Virtualisation (e.g. VMWare VSphere products) Container Technologies (e.g. Docker) Secure code review / Automated testing Big Data platforms (e.g. Hadoop Git) Scripting languages (e.g. PowerShell R Python) .NET programming Agile Continuous Integration tools,5000.0,8000.0,6500.0,Med
MCF-2020-0071117,Permanent,Lead Data Scientist (Fintech),MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Posted 25 Mar 2020,7,Management,Consulting Information Technology Sciences  Laboratory  R&D,Lead development validation high- machine features solutions real- Contribute product features Guide mentor multi-disciplined Data Science Data Engineering research-oriented implementation scale Work fast-paced environment communicate effectively Working Singapore needed 7 relevant including 1 exposure FinTech Minimum Masters PhD equivalent quantitative field (Computer Science Mathematics Engineering Artificial Intelligence .) Advanced statistical machine learning models: Logistic Regression Support Vector Machines XGBoost Deep Learning models (CNNs/RNNs) Proficient scikit-learn Python Pandas Hadoop Spark SQL . Proficiency Amazon Web Services Proficiency Neo4J OrientDB AllegroGraph JanusDB . Additional proficiency Natural Language Processing Additional proficiency Keras TensorFlow Caffe Torch/PyTorch Spark MLlib Deep Learning framework Track record science projects delivering end end.,8000.0,10000.0,9000.0,High
JOB-2020-0000816,Permanent,Software Engineer Artificial Intelligence Platforms,GOVERNMENT TECHNOLOGY AGENCY,Posted 25 Mar 2020,0,Management,Information Technology Public  Civil Service,Build prototypes opportunities Design Write code Manage deployments cloud ( ) - Learn share multi-disciplinary Establish best practices Share expertise mentor engineers Help Rapid Prototyping - Instead ideas testing . This quickly possible . Ownership - In addition means done ideas . Building . Continuous Learning - Working new means working . Taking time learn new technologies languages encouraged essential. Have demonstrated build software Can problems Can code engineers Have interest data science machine learning Take initiative Want public,5000.0,8500.0,6750.0,Med
MCF-2020-0071562,Contract Permanent,Digital Product Specialist (Banking),OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Posted 25 Mar 2020,8,Professional,Information Technology,Masters fundamentals capabilities CUSTOMER JOURNEY .e. Customer Experience & Journey optimization Products Services Channel / Segment Optimization Business IT Delivery Develops phases products services well New product/ service product/ lead . (New) risk compliance Improvements new ideas implementations. Customer Uses / technical expertise contribute events ( ) Applies product/ service develop maintain customers Keeps track developments ( area methods ) Weighs development new products services -products. Initiates Prioritizes feasibility role Digital Studio lead Monitors requirements Minimum 7-10 banking project understanding Minimum 3-5 requirements user engineering data science software engineering Background UX preferred Experience Product Owner / Product Manager Strong software Experience Agile methodologies Strong leadership Excellent communication presentation high degree comfort speaking Must player Strong analytical quantitative Demonstrated think Brings high-energy job influence around Able build sense comfortable & Passion innovation   attitude,10000.0,12000.0,11000.0,High
MCF-2020-0071595,Permanent,Investment Analyst,LEGEND ASSET MANAGEMENT PTE. LTD.,Posted 25 Mar 2020,0,Sr Executive,Banking  Finance,We - interests technology services.  Work Develop test Demonstrated passion analysis Strong analytical numerical Excellent communication issues requirements Post- applied science business analytics Completed process CFA Program,4500.0,6000.0,5250.0,Low
MCF-2020-0070394,Contract Permanent,IT - Data Science Analyst,NTT DATA SINGAPORE PTE. LTD.,Posted 24 Mar 2020,1,Sr Executive,Information Technology,A university degree higher Statistics/ Data Science/ Computing/Engineering strong background A understanding data analysis machine learning NLP concepts Python Pyspark Spark SQL/mysql Hadoop -system (Hive HDFS Pig .) End deployment production environment Familiarity Linux system Knowledge software development life Experience time large datasets Experience unstructured data sources analysis,5000.0,8500.0,6750.0,Med
MCF-2020-0070586,Permanent,Senior Staff Data Scientist,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,Posted 24 Mar 2020,7,Professional,Engineering Manufacturing Sciences  Laboratory  R&D,Work subject matter experts questions development visualizations techniques  Data Mining Machine Learning Statistics Execute Industry 4.0 Prognostics Health Management projects Seagate APAC Operations stakeholders Technical lead data science projects area Deep Learning Develop data mining exploration Design develop machine learning deep learning algorithms Leverage /  data mining machine learning methods problems Quantify effectiveness value subject matter experts Provide staff Highly proficient Python SQL R Solid technical machine learning deep learning data mining data structures Hands- Keras Tensorflow XGBoost CNN GAN RNN Time Series Analysis Experience full- development. Knowledge Hadoop Spark. Ability infrastructure Version control systems Git. Understanding software practices Demonstrate Leadership  Ability lead staff close Teamwork self-motivated. Self-starter. Ability influence. Ability well environment Strong oral written communication . Strong analysis clear A well native non-native English Able participate conference hours Working : Industrial IoT Sensing & Devices Predictive Maintenance Prognostics & Health Management Industry 4.0 . Knowledge Time-series analysis Thesis research topics predictive analytics  data  processing data- time-series language intelligence machine learning Proficiency Java JavaScript would plus,7000.0,14000.0,10500.0,High
MCF-2020-0070323,Permanent,Finance Associate,NETFLIX PTE. LTD.,Posted 24 Mar 2020,5,Sr Executive,Banking  Finance,The Associate report Manager Content Strategy & Analysis Southeast Asia based Singapore partner go- Southeast Asia Content Team. Preparing deal ( testing .) partnership Creative Business Affairs teams Conducting market industry trends Southeast Asia Conducting analysis key trends Regularly reports - - leaders Compiling post- analyses optimization improvement Working cross- CS&A well Product Marketing Consumer Insights Data Science teams Candidates required Candidates fast-paced intellectual results integrity ethics. Candidates must flexible 2-5 / media/ / strategy/business development/ . We worked highly- analysis Prior Media/Entertainment plus Prior Southeast Asian markets High aptitude strong Excel Familiarity analysis Adept High proficiency MS Excel & PowerPoint working statistics Bachelor degree mathematics statistics relevant field English Bahasa / Thai,12000.0,15000.0,13500.0,High
MCF-2020-0068996,Permanent,Data Science & AI Training Instructor,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,Posted 23 Mar 2020,5,Sr Executive,Engineering Manufacturing Sciences  Laboratory  R&D Others,Be Evangelist area data science advanced analytics grow Seagate Be Head Coach CDS . Ability CDS learning solving data science techniques Design maintain program Be subject (SME) program Work closely Program Manager develop Conduct workshops Program participants. Prepare solutions. Share data best practices Develop AI Trainer Program Create lead blog Monitor respond queries Provide support participants Complete ad- required Act participants data science projects part certification Be required conference hours communicate stakeholders Good oral written communication . Ability clear CDS Certification Program participants Effective organizational time management Demonstrated professional ethics A self-starter. Ability well environment A well native non-native English Experienced data scientist passionate teaching Highly proficient - Python Python libraries SQL R TensorFlow Hands- KNIME Good understanding Hadoop Spark AWS Azure Containerization Edge Compute Solid technical machine learning deep learning data mining data Relevant Data Science/Analytics Relevant / delivering Data Science/Analytics training plus. Ability,5000.0,8000.0,6500.0,Med
MCF-2020-0069198,Permanent,Principal (Data / AI / Analytic),INFOSYS CONSULTING PTE. LTD.,Posted 23 Mar 2020,10,Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To analytics business strategies artificial intelligence(AI) machine learning data science business intelligence. Ability sets data sets visualization data analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ecosystem including ( limited ) process business Experience advisory financial services / Telcos Ability client / help execution improve products value client business Ability sets data/information information Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / budget management controls risks issues / Experience Consulting . Understanding assets. Conceptualise data Assess BI/EPM develop - architecture business case Own outcomes organisations Understanding data modelling context big data real-time data Masters management . Manages    value client Infosys.   Reports risks.  Functional domains- IoT   AI Blockchain AR/VR Cloud Machine Learning Data Management Data   architecture. Leads teams Establishes deployment delivery    area Begins leadership IP Develops specialization. Builds Bachelor degree Economics Engineering Strategy Statistics advanced degree (Master MBA PhD .) preferred Relevant e.g. customer strategy journey segmentation advanced model process cost IT . Tertiary qualifications marketing . Analytical Skills: Ability findings - . Collaborative social: Must wide variety people. Exceptional Communication . Strong Problem Solving Skills:See world clients. Relationship Management-Build clients internal stakeholders,10000.0,14000.0,12000.0,High
MCF-2020-0069190,Permanent,Senior Principal (Data / AI / Analytics),INFOSYS CONSULTING PTE. LTD.,Posted 23 Mar 2020,10,Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To analytics business strategies artificial intelligence(AI) machine learning data science business intelligence. Ability sets data sets visualization data analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ecosystem including ( limited ) process business Experience advisory financial services / Telcos Ability client / help execution improve products value client business Ability sets data/information information Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / budget management controls risks issues / Experience Consulting . Understanding assets. Conceptualise data Assess BI/EPM develop - architecture business case Own outcomes organisations Understanding data modelling context big data real-time data Lead managing    domains- IoT AI Blockchain AR/VR Cloud Machine   Learning Data Management Data architecture. Represents Infosys client  leads    interactions client Manages Establishes builds IP    offerings Coaches project members   hard . Adjusts style approach get   individual Opens conversations new lead    opportunities. Presents effectively sales     self others Masters . Delivers complex   presentations . Delivers effective    Bachelor degree Economics Engineering Strategy Statistics advanced degree (Master MBA PhD .) preferred Relevant e.g. customer strategy journey segmentation advanced model process cost IT . Tertiary qualifications marketing . Analytical Skills: Ability findings - . Collaborative social: Must wide variety people. Exceptional Communication . Strong Problem Solving Skills:See world clients. Relationship Management-Build clients internal stakeholders,13000.0,18000.0,15500.0,High
MCF-2020-0069107,Permanent,A1 Support Engineer,DATAROBOT SINGAPORE PTE. LTD.,Posted 23 Mar 2020,3,Professional,Information Technology,Respond       customers DataRobot Platform Triage      problems DataRobot Platform Work      DataRobot subject matter scientists engineers       issues Assist       develop support Design       services value       platform Learn      DataRobot Platform       techniques Document       Develop career       data science Experience       enterprise SaaS products AWS Experience       procedures Data Analyst       Data Operations working BI tools. Experience       SQL R Python Experience      working Linux Strong      verbal written communication 3+       analytical technical       passion learn Bachelor      degree relevant field (Computer Science Statistics Math)      equivalent A degree       computer science data science Experience       Jupyter Anaconda Experience       Data Science Data Analyst Data Operations      working big data. Respond customers DataRobot Platform Triage  problems DataRobot Platform Work DataRobot subject matter scientists engineers issues Assist develop support Design services value platform Learn DataRobot Platform techniques Document Develop career data science,5000.0,12500.0,8750.0,High
MCF-2020-0069476,Permanent,Data Scientist,PALO IT SINGAPORE PTE. LTD.,Posted 23 Mar 2020,3,Sr Executive,Consulting Information Technology,Identify use AI & Machine Define data fit clients state- - -art methods solve problems efficient  Build statistical machine learning techniques patterns large data sets  Communicate potential improvement  Evaluate third emerging technologies (e.g. deep learning NLP)  Collaborate clients Palo IT practices build - - gather data features ML algorithms well machine data-  Participate development assets/  Contribute thought leadership research   You BachelorMaster PhD degree Computer Science Statistics discipline performance analytic required   You 3 working   Good supervised/ learning techniques algorithms   Good applied languages RPython(NumPy pandas) SAS SPSS .   Experience machine learning frameworks(e.g scikit-learn SparkMLlibCaffe TensorFlow) / data (e.g. SAS Dataiku)   Data- SQLdata wrangling data modelling   Exposure tools / libraries(eg. Tableau Qlik D3.js GGplot)   Willingness data science techniques deep learning NLP...   Willingness part multi-disciplinary business problems end- -end,5000.0,8000.0,6500.0,Med
MCF-2020-0069641,Permanent,Project Manager (Visual Communication),NANYANG TECHNOLOGICAL UNIVERSITY,Posted 23 Mar 2020,5,Professional,Sciences  Laboratory  R&D,Oversee Centre AI Apps (Android iOS) Drive Apps Pursue integration AI Unity based IntelliK platform Prepare Centre Director Bachelor degree Fine Arts (Visual Communication) Background art Experience managing Unity projects role Minimum 5 relevant academic,4200.0,6200.0,5200.0,Low
MCF-2020-0068885,Contract Permanent,Software Architect (Special Projects) AI3 A*STAR,A*STAR RESEARCH ENTITIES,Posted 22 Mar 2020,15,Management,Engineering Sciences  Laboratory  R&D,Key drive required  developing delivery Manage software well ensure  quality . Provide   Develop Software Design Document well necessary  sub-components Technology Readiness  Level Develop -flows   achieve 15+ Bachelor degree  Electrical/Electronics/Computer Engineering. Technical data management/artificial intelligence  preferred Project management Multi-stakeholder management People- Strong programming quantitative (e.g.  statistical analysis) Ability independently small  teams,7900.0,13800.0,10850.0,High
MCF-2020-0067896,Permanent,Data Science Lead,WIPRO LIMITED (SINGAPORE BRANCH),Posted 20 Mar 2020,7,Professional,Information Technology,Manage data science machine learning Bigdata Project delivery Interpret problems Build predictive models Test performance data- Visualize data Experiment techniques Align organizational goals Overall 7-10 Solid understanding machine learning Data Scientist Build Features raw data come data science projects Knowledge data management visualization techniques Good Pyspark XGBoost Scikitlearn Tensorflow Experience SQL NoSQL databases Strong organizational leadership Degree Computer Science Data Science,5000.0,10000.0,7500.0,Med
MCF-2020-0067824,Permanent,Data Engineer,TALENT STORK PTE. LTD.,Posted 20 Mar 2020,5,Jr Executive,Information Technology,Personally involved development . Designing developing scaling big data technologies . Build analytics tools data pipeline insights key metrics. Build transformation data wide variety data sources SQL AWS big data technologies. Assemble large complex data sets / non- requirements. Engage key understand . Identify : - scalability . Experience designing data models efficiency quality data. Programming programming languages : C C++ Java Perl Python Experience building data pipeline data analytics solutions. Strong analytical communication driven understand data. Knowledge writing Advanced SQLs performance tuning SQLs. Database development Relational MPP/distributed systems Oracle/Teradata/Vertica/Hadoop Experience data science machine learning tools/technologies plus.,5000.0,7000.0,6000.0,Med
MCF-2020-0067984,Permanent,Data Scientist,FPT INFORMATION SYSTEM SINGAPORE PTE. LTD.,Posted 20 Mar 2020,3,Professional,Information Technology,Member - data analytics AI development works machine learning (including NLP learning) experimental optimization. Oversee technical partners /services data analytics data science AI. Support business users assessment/validation partner- deployment production. Help create Tableau dashboards . Extract insights data visualization. Work closely application development teams /machine RESTful-API microservices. BS Computer Science Mathematics Statistics Physics discipline required. Advanced degree analytics machine learning AI preferred. Intermediate Python. Conversant algorithm data structure SQL. Functional/object- development Java Scala plus. At 2 relevant industry two : Hands- learning AI information retrieval. Experience GPU- learning frameworks ( Keras TensorFlow PyTorch) plus. Knowledge working -reduce systems Spark Kafka. Knowledge Bayesian statistics inference. Knowledge working data visualization tools like       Tableau PowerBI Qlik. Experience Agile/Scrum/Kanban methodologies plus. Hands- AWS GCP plus. Excellent interpersonal & communication non- users. Proven problem-solver.,6000.0,7500.0,6750.0,Med
MCF-2020-0068392,Permanent,Product Manager (AI and Cloud Software),ASUS GLOBAL PTE. LTD.,Posted 20 Mar 2020,4,Management,Information Technology,Early- Working closely Finding fit Building Business Plan Identifying MVP Go-To-Market strategy Building roadmap Ability marketing business Comfortable development startup markets Degree fields Engineering Product Design Business . Minimum 4 product management industry Building products Creating new product Performing Running Experience/familiarity AI/ML/Data Science products Startup creation Executing fast-paced dynamic environment Ability English Chinese  build    relationships English   Chinese speaking stakeholders Ability travel meet clients,5000.0,8000.0,6500.0,Med
MCF-2020-0067299,Permanent,Data Engineer,TALENT STORK PTE. LTD.,Posted 19 Mar 2020,3,Sr Executive,Engineering,Involve development developing scaling big data technologies (Teradata HANA Vertica Hadoop Kafka Spark Cassandra ). Build analytics tools data pipeline insights key metrics. Build transformation data wide variety data sources SQL AWS big data technologies. Assemble large complex data sets / non- requirements. Engage key understand . Identify : - scalability . Experience designing data models efficiency quality data. Programming programming languages : C C++ Java Perl Python Experience building data pipeline data analytics solutions. Strong analytical communication driven understand data. Knowledge writing Advanced SQLs performance tuning SQLs. Database development Relational MPP/distributed systems. Experience data science machine learning tools/technologies plus.,7000.0,7500.0,7250.0,Med
