Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Salary_range
MCF-2020-0068996,Permanent,Data Science & AI Training Instructor,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,Posted 23 Mar 2020,5,Sr Executive,Engineering Manufacturing Sciences  Laboratory  R&D Others,Be Evangelist Seagate Be Head Coach CDS . Ability CDS data Design Be subject (SME) program Work closely Program Manager develop Conduct Programâ . Prepare solutions. Share practices Develop AI Trainer Program Create Monitor Provide support participantsâ Complete ad- required Act participantsâ data Be Good oral written communication . Ability clear CDS Certification Program Effective management Demonstrated A self-. Ability well environment A non-native English Experienced data Highly proficient - Python Python libraries SQL R TensorFlow Hands- KNIME Good understanding Hadoop Spark AWS Azure Containerization Edge Compute Solid learning deep learning data mining data Relevant Data Science/Analytics Relevant / Data Science/Analytics . Ability,5000.0,8000.0,6500.0,Med
MCF-2020-0069198,Permanent,Principal (Data / AI / Analytic),INFOSYS CONSULTING PTE. LTD.,Posted 23 Mar 2020,10,Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To intelligence(AI) machine learning . Ability data analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ( limited ) Experience / Telcos Ability clientâ / business Ability / Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / budget / Experience Consulting . Understanding . Conceptualise data Assess BI/EPM develop - case Own Understanding -time data Masters management . Manages    Infosys.   Reports .  Functional domains- IoT   AI Blockchain AR/VR Cloud Machine Learning Data Management Data   architecture. Leads teams Establishes    area Begins leadership IP Develops . Builds Bachelorâ degree Economics Engineering Strategy Statistics ; (Masterâ MBA PhD .) preferred Relevant e.g. IT . Tertiary . Analytical Skills: Ability findings -. Collaborative social: Must wide . Exceptional Communication . Strong Problem Solving Skills:See . Relationship Management-Build stakeholders,10000.0,14000.0,12000.0,High
MCF-2020-0069190,Permanent,Senior Principal (Data / AI / Analytics),INFOSYS CONSULTING PTE. LTD.,Posted 23 Mar 2020,10,Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To intelligence(AI) machine learning . Ability data analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ( limited ) Experience / Telcos Ability clientâ / business Ability / Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / budget / Experience Consulting . Understanding . Conceptualise data Assess BI/EPM develop - case Own Understanding -time data Lead managing    domains- IoT AI Blockchain AR/VR Cloud Machine   Learning Data Management Data architecture. Represents Infosys client â leads teamâ    client Manages Establishes IP    Coaches    . Adjusts get    Opens lead    opportunities. Presents   meetingsâ Masters . Delivers complex   presentations . Delivers    Bachelorâ degree Economics Engineering Strategy Statistics ; (Masterâ MBA PhD .) preferred Relevant e.g. IT . Tertiary . Analytical Skills: Ability findings -. Collaborative social: Must wide . Exceptional Communication . Strong Problem Solving Skills:See . Relationship Management-Build stakeholders,13000.0,18000.0,15500.0,High
MCF-2020-0069107,Permanent,A1 Support Engineer,DATAROBOT SINGAPORE PTE. LTD.,Posted 23 Mar 2020,3,Professional,Information Technology,Respond       customers DataRobot Platform Triage      problems DataRobot Platform Work      DataRobot       issues Assist       Design             platform Learn      DataRobot Platform       techniques Document       Develop       data science Experience       enterprise SaaS products AWS Experience       Data Analyst       Data Operations working BI tools. Experience       SQL R Python Experience      working Linux Strong      verbal written communication 3+             Bachelor       field (Computer Science Statistics Math)      equivalent A degree       computer science data science Experience       Jupyter Anaconda Experience       Data Science Data Analyst Data Operations      working big data. Respond customers DataRobot Platform Triage  problems DataRobot Platform Work DataRobot subject Assist Design platform Learn DataRobot Platform techniques Document Develop data science,5000.0,12500.0,8750.0,High
MCF-2020-0069476,Permanent,Data Scientist,PALO IT SINGAPORE PTE. LTD.,Posted 23 Mar 2020,3,Sr Executive,Consulting Information Technology, Identify use AI & Machine  Define clientsâ state-- -art   Build data sets   Communicate   Evaluate technologies (e.g. deep learning NLP)   Collaborate clients Palo IT -- features ML machine data-   Participate /   Contribute research   YouholdaBachelorMasterorPhDdegreeinComputerScienceStatisticsorrelated   Youarejustgraduatedorhavelessthan3yearsofworkingexperience   Goodknowledgeofsupervised/   GoodappliedskillswithstatisticalprogramminglanguagessuchasRPython(NumPy pandas) SAS SPSS .   Experiencewithmachinelearningframeworks(e.-learnSparkMLlibCaffe TensorFlow) / data (e.g. SAS Dataiku)   Data-orientedbackgroundinSQLdatawranglinganddatamodelling   Exposuretodataviztoolsand/(eg.TableauQlikD3.jsGGplot)   Willingnesstoapplyadvanceddatasciencetechniquessuchasdeeplearning reinforcement learning NLP...   Willingnesstobepartofamulti- end--end,5000.0,8000.0,6500.0,Med
MCF-2020-0069641,Permanent,Project Manager (Visual Communication),NANYANG TECHNOLOGICAL UNIVERSITY,Posted 23 Mar 2020,5,Professional,Sciences  Laboratory  R&D,Oversee Centreâ AI Apps (Android iOS) Drive Apps Pursue integration AI Unity based IntelliK platform Prepare Centre Director Bachelor degree Fine Arts (Visual Communication) Background art Experience managing Unity Minimum 5,4200.0,6200.0,5200.0,Low
MCF-2020-0068885,Contract Permanent,Software Architect (Special Projects) AI3 A*STAR,A*STAR RESEARCH ENTITIES,Posted 22 Mar 2020,15,Management,Engineering Sciences  Laboratory  R&D,Key   Manage ensure  quality . Provide   Develop Software Design Document  -components Technology Readiness  Level Develop -   + Bachelor degree  Electrical/Electronics/Computer Engineering. Technical data management/artificial intelligence  preferred Project management Multi-stakeholder management People- Strong (e.g.  statistical analysis) Ability  teams,7900.0,13800.0,10850.0,High
MCF-2020-0067896,Permanent,Data Science Lead,WIPRO LIMITED (SINGAPORE BRANCH),Posted 20 Mar 2020,7,Professional,Information Technology,Manage data science machine learning Bigdata Project delivery Interpret problems Build Test - Visualize data Experiment techniques Align organizational goals Overall 7-10 Solid understanding machine learning Data Scientist Build Features data Knowledge data techniques Good Pyspark XGBoost Scikitlearn Tensorflow Experience SQL NoSQL databases Strong Degree Computer Science Data Science,5000.0,10000.0,7500.0,Med
MCF-2020-0067824,Permanent,Data Engineer,TALENT STORK PTE. LTD.,Posted 20 Mar 2020,5,Jr Executive,Information Technology,Personally . Designing big data technologies . Build analytics . Build SQL AWS âbig dataâ technologies. Assemble large complex data sets / non- requirements. Engage . Identify : - scalability . Experience . Programming programming languages : C C++ Java Perl Python Experience analytics solutions. Strong analytical . Knowledge writing Advanced SQLs performance tuning SQLs. Database development Relational MPP/distributed systems Oracle/Teradata/Vertica/Hadoop Experience data science machine /.,5000.0,7000.0,6000.0,Med
MCF-2020-0067984,Permanent,Data Scientist,FPT INFORMATION SYSTEM SINGAPORE PTE. LTD.,Posted 20 Mar 2020,3,Professional,Information Technology,Member - data analytics AI machine learning (including NLP learning) . Oversee / analytics data science AI. Support business /- . Help create Tableau . Extract visualization. Work /machine RESTful-API microservices. BS Computer Science Mathematics Statistics Physics . Advanced machine learning AI preferred. Intermediate Python. Conversant SQL. Functional/object- development Java Scala plus. At 2 relevant : Hands- machine learning AI . Experience GPU- learning frameworks ( Keras TensorFlow PyTorch) plus. Knowledge working - systems Spark Kafka. Knowledge Bayesian . Knowledge working data visualization tools like       Tableau PowerBI Qlik. Experience Agile/Scrum/Kanban . Hands- AWS GCP plus. Excellent interpersonal & - users. Proven problem-.,6000.0,7500.0,6750.0,Med
MCF-2020-0068392,Permanent,Product Manager (AI and Cloud Software),ASUS GLOBAL PTE. LTD.,Posted 20 Mar 2020,4,Management,Information Technology,Early- Working closely Finding Building Business Plan Identifying MVP Go-To-Market strategy Building Ability Comfortable markets Degree fields Engineering Product Design Business . Minimum 4 product Building Creating Performing Running Experience/familiarity AI/ML/Data Science products Startup creation Executing fast- environment Ability English Chinese  build   relationships English  Chinese  stakeholders Ability clients,5000.0,8000.0,6500.0,Med
MCF-2020-0067299,Permanent,Data Engineer,TALENT STORK PTE. LTD.,Posted 19 Mar 2020,3,Sr Executive,Engineering,Involve data technologies (Teradata HANA Vertica Hadoop Kafka Spark Cassandra ). Build analytics . Build SQL AWS âbig dataâ technologies. Assemble large complex data sets / non- requirements. Engage . Identify : - scalability . Experience . Programming programming languages : C C++ Java Perl Python Experience analytics solutions. Strong analytical . Knowledge writing Advanced SQLs performance tuning SQLs. Database development Relational MPP/distributed systems. Experience data science machine /.,7000.0,7500.0,7250.0,Med
MCF-2020-0067374,Permanent,Machine Learning Engineer - 20160532,CITIBANK N.A.,Posted 19 Mar 2020,3,Management,Banking  Finance,Build data - learning . Build analytics . Plan - marketing. Monitor Ensure Appropriately Citigroup Policy issues . 3+ techniques. In data . Working . Good software engineering data analytics. Hands- XGBoost scikit-learn PySpark Tensorflow preferred. Experience . Bachelorâ degree/University degree equivalent,5000.0,8500.0,6750.0,Med
MCF-2020-0067516,Permanent,Cyber Security Engineer,HEARTI LAB PTE. LTD.,Posted 19 Mar 2020,3,Sr Executive,Engineering Information Technology,Explore client- Work develop Provide cyber & Perform code Provide analysis Provide Provide services,4500.0,7000.0,5750.0,Med
MCF-2020-0066765,Contract,Research Fellow (contract ending 31 March 2021) LARC,STAFFONDEMAND PTE. LTD.,Posted 19 Mar 2020,3,Management,Engineering,The Research Fellow LARC (Living Analytics Research Centre) / Data Text Mining Machine Learning Deep Learning Crowdsourcing Recommender Systems Social-Urban Sensing Big Data Infrastructure. Design develop algorithms   models.  Design . Assist data infrastructure . PhD Computer Science disciplines. Good relevant  research      possess  research .                  Proficient one programming languages: Java Python C# C++ C. Strong interest Al Deep Learning Machine Learning field . Self-motivated . Excellent - . Analytical .,4000.0,8000.0,6000.0,Med
MCF-2020-0067637,Contract Permanent,Scientist (Machine Intellection) I2R,A*STAR RESEARCH ENTITIES,Posted 19 Mar 2020,0,Professional,Sciences  Laboratory  R&D,PhD Computer Science Statistics Data Science : Large- learning Deep unsupervised Applying state-- Possess PhD corporate application oriented environments Ability independently Team player Experience Tensor Flow Theano Caffe CNTK Strong programming Perl Bash C/C++ Java Python R MATLAB Possess computer vision deep learning Good interpersonal communication,4500.0,9000.0,6750.0,Med
MCF-2020-0066535,Permanent,Data Scientist,TRUSTY CARS PTE. LTD.,Posted 18 Mar 2020,3,Sr Executive,Information Technology,Exploring Fluid data Fluid mining techniques ( anomaly ) identify /product Identify opportunities / opportunities/processes Assist metric Manage members Master Ph.D. Computer Science Statistics Mathematics Economics At 3 5 - Data Science statistical - algorithm- learning Strong data Strong working Scikit machine learning models Fluid programming (MySQL SQL Python) Fluid Python Broad- Excellent communication (oral ) (-technical) business/ Experience - e- advantageous,5000.0,8000.0,6500.0,Med
MCF-2020-0065262,Permanent,Senior Data Engineer,GLOBAL SEARCH PARTNERS PTE. LTD.,Posted 17 Mar 2020,5,Professional,Information Technology,Preferably 5-7 track record Software Development & Integration data analytics Engineering Strong data / SQL ETL implementation Proficient Python R SQL Statistics depth ML Algorithms Framework & Open source Libraries Hands- - data Hive Spark . Hands- Oracle MySQL NoSQL databases Good Working Logistics Transformation domain Project management Self- share Strong,4000.0,7500.0,5750.0,Med
MCF-2020-0065375,Permanent,AI Computer Vision Engineer,ASUS GLOBAL PTE. LTD.,Posted 17 Mar 2020,5,Sr Executive,Engineering,Work implement AI Image Video Processing Master data . Work systems . Design variety . Identify AI/ML problems. Deploy integrate AI ​​- - ( APP). Cooperate / data. Aggressively --- - tier-1 . Bachelor Degree Computer Science field 5 relevant Good Python C++ Familiar Deep Neuron Network CNN R-CNNãVGGNetãResNet Familiar Caffe Tensorflow Enjoy presentation Experience OpenCV OpenGL Experience Camera 3A algorithm Experience Kaggle DNN Proficient English,4000.0,8000.0,6000.0,Med
MCF-2020-0065537,Permanent,SOFTWARE ENGINEER,MAGRATH (SINGAPORE) PTE. LTD.,Posted 17 Mar 2020,1,Professional,Banking  Finance,Designing ; Executing ; Developing ; Deliver ; Enhance . Hands . This Close   Work closely Operations & compliance & Own support Bachelorâ Masterâ degree Engineering Computer Science equivalent High structures algorithms High programming C/C++ Very communication,6000.0,8000.0,7000.0,Med
MCF-2020-0065377,Permanent,Machine Learning Engineer,ASUS GLOBAL PTE. LTD.,Posted 17 Mar 2020,3,Sr Executive,Engineering,Analyze Find 3- data discovery Feature analysis Feature Long- techniques Integrate Masters Ph.D. Computer Science Statistics Industrial Engineering discipline 3 machine Hands- Python Julia Experience data science tools Zeplin Jupyter -learn NLTK Experience ML frameworks TensorFlow Keras PyTorch Good Proficient English,4000.0,8000.0,6000.0,Med
