Job_Id,Emp_Type,Job_Title,Company,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Salary_range
MCF-2020-0071844,Contract,Solution Architect,PM-PARTNERS SINGAPORE PTE. LTD.,2,Sr Executive,Information Technology,,5000.0,7000.0,6000.0,Med
MCF-2020-0072378,Contract Permanent,Research Engineer (Deep Learning 2.0) I2R,A*STAR RESEARCH ENTITIES,0,Jr Executive,Sciences  Laboratory  R&D,Minimum Bachelor Computer Science Statistics Data Science intensive one : Experience corporate application oriented environments plus Ability independently well teams highly desired Good communication proposals reports publications Experience one Tensor Flow Theano Caffe CNTK. Skills Strong programming abilities (e.g. Perl Bash C/C++ Java Python R MATLAB) Computer vision deep,3900.0,7800.0,5850.0,Med
MCF-2020-0071969,Contract Permanent,Senior Research Engineer (Computer Science),NANYANG TECHNOLOGICAL UNIVERSITY,5,Management,Information Technology,Design language processing (NLP) analysis e.g. - resolution Application NLP information retrieval (IR) Conduct âtranslationalâ state--- Documentation Mentoring PhD computer science Minimum 5 software development Experience background NLP Passionate NLP AI applications Proficient one programming languages (e.g. Python C/C++ .) /modules Experience large- Good publication,5500.0,8250.0,6875.0,Med
MCF-2020-0072375,Contract Permanent,Senior /  Research Engineer (Machine Intellection) I2R,A*STAR RESEARCH ENTITIES,0,Professional,Sciences  Laboratory  R&D,Biomarker ; Correlation analysis. 2/3D image segmentation; Image ; Gene ; Anomaly detection Bachelors Masters Computer Science Statistics Data Science intensive fields Strong deep learning applied ; Expertise topics . Ability independently well teams highly desired. Good communication proposals reports publications. Proficiency spoken written English. Strong programming abilities (e.g. Perl Bash C/C++ Java Python R MATLAB). Experience one TensorFlow Pytorch Theano Caffe CNTK Skills Experience machine plus,3900.0,7800.0,5850.0,Med
MCF-2020-0072372,Contract Permanent,Senior /  Research Engineer (Machine Intellection) I2R,A*STAR RESEARCH ENTITIES,0,Jr Executive,Sciences  Laboratory  R&D,Biomarker ; Correlation analysis. 2/3D image segmentation; Image ; Gene ; Anomaly detection Bachelors Masters Computer Science Statistics Data Science intensive fields Strong deep learning applied ; Expertise topics . Ability independently well teams highly desired. Good communication proposals reports publications. Proficiency spoken written English. Strong programming abilities (e.g. Perl Bash C/C++ Java Python R MATLAB). Experience one TensorFlow Pytorch Theano Caffe CNTK Skills Experience machine plus,3000.0,5500.0,4250.0,Low
MCF-2020-0071094,Permanent,ENGINEER - F10 DATA SCIENCE,MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD.,2,Jr Executive,Engineering,,3400.0,6500.0,4950.0,Low
JOB-2020-0000817,Permanent,Data Science & AI Programme Manager,GOVERNMENT TECHNOLOGY AGENCY,0,Management,Information Technology Public  Civil Service,Drive across Whole--Government Data Science Develop software practices Data Science & AI Forge efforts Collaborate organisations engage Data Science & AI community Data Science- Strategize maintain Data Science & AI tools Whole--Government Manage aspects independently includingâ limited toâ execution Degree Diploma Computer Science Information Technology equivalent Minimum 3 relevant IT consulting/ Experience working large- stakeholder management Good understanding Confident group Strong understanding Data Science & AI Big Data architecture Excellent English written Comfortable independently Knowledge Data Science Data Science & AI projects,5500.0,8000.0,6750.0,Med
MCF-2020-0070847,Permanent,Manager (Data Security) (JD#5939),SCIENTE INTERNATIONAL PTE. LTD.,5,Management,Information Technology,Degree Computer Science Engineering Information Technology Information Security Data Science; Minimum 3 relevant Data standards; Good Information Security Governance Risk Management Compliance Regulatory ; Knowledge challenges ; Some ; Ability data ; Well communication ; Should proactive . CISSP CISM CISA certifications; Experience data science data platforms. Design processes ; Work Data Security Enterprise Data Ecosystem; Ensure risk ( ) involved ; Understand / ; Engage stakeholders practices; Work Security Practitioners .,4500.0,8000.0,6250.0,Med
MCF-2020-0070901,Contract Permanent,Data Scientist (Scientific Infrastructure and Analytics) ICES,A*STAR RESEARCH ENTITIES,2,Jr Executive,Sciences  Laboratory  R&D,Work data model chemistry/process development Collaborate IT data. Apply scientific . Work strategy needed chemistry/ processing visualizations self-service. Work effectiveness ICES Act project process /process development. Support building data- data- data- analysis Be business Actively internal IT stakeholders network PhD Masters Degree Science Computer Science . (Experience 2-5 (PhD) 5 (Masters) Ability high degree innovation. Working large data Strong data management data security data visualization science. Knowledge programming R Python JAVA C++ Python .NET SQL Working artificial including Artificial Neural Networks (ANNs) Genetic Algorithms (GAs) Swarm Intelligence Multi-objective Optimizations Fuzzy Logic Systems Good desirable Excellent communication oral written Flexibility responsibilities Ability plan/ tasks documentation Ability --,4500.0,9000.0,6750.0,Med
MCF-2020-0070949,Permanent,Senior Manager Analytics Products and Services,STARHUB LTD.,10,Management,Others,,9000.0,11500.0,10250.0,High
JOB-2019-0181900,Permanent,Infrastructure Engineer Infrastructure Data & Platform,GOVERNMENT TECHNOLOGY AGENCY,0,Management,Information Technology Public  Civil Service,Key new data platform Whole-Of-Government services Responsible development real-time processing pipelines scale data Data Analysts Collaborate stakeholders statements Whole-Of-Government Degree Computer Science Computer Electronics Engineering Information Technology disciplines Minimum 3 relevant IT deploying IT Familiar frameworks Spark Good languages Python Java Scala Strong command SQL NoSQL Experience data warehousing The : Building ETL tools Informatica NiFi Flink Ability Hadoop Hortonworks Cloudera Experience data Python Pandas Numpy Seaborn Understand ICT domain Enterprise ADPowershell / Bash scripting  Building ETL tools Informatica NiFi Flink Ability Hadoop Hortonworks Cloudera Experience data Python Pandas Numpy Seaborn Understand ICT domain Enterprise ADPowershell / Bash scripting  Good analytical problem solving,5000.0,10000.0,7500.0,Med
MCF-2020-0071259,Permanent,Manager Digital Experience - Global Finance,JOHNSON & JOHNSON PTE. LTD.,5,Management,Information Technology,Identify user requirements developers Formulate use Develop Human Centric experiences Understanding data Science capabilities Recommendation Engine collaboration Manage engage SMEs internal stakeholders IT development partners Drive innovation Iterative testing Work resolution Define management Maintain product Digital Platform Governance Keep --date data analytics data science 5 8 relevant UX human- Experience Design Thinking / Human- Design Operational - problem-solving Proven track record ownership . Ability variety Exceptional interpersonal communication ( written verbal) . Experience technical non-technical Energetic problem- may necessary Working BI platform Strong program Strong done Good -functional Advanced Structured problem- Result Working understanding Agile methodology Individual Ability lead achievements Good written,8000.0,16000.0,12000.0,High
JOB-2020-0000812,Permanent,DevOps Engineer (Enterprise Information Management),GOVERNMENT TECHNOLOGY AGENCY,0,Management,Information Technology Public  Civil Service,Provide support system Participate data infrastructure analytics data science Develop deployment Perform existing environments Build Continuous Integration Delivery (CI/CD) Liaise / manage Degree Diploma Computer Science Information Technology disciplines Hands- SQL Microsoft Business Intelligence data management limited : SQL Server Integration Services (SSIS) SQL Server Analytics Services (SSAS) SQL Server Reporting Services (SSRS) Power BI Sharepoint  Team Foundation Studio JIRA Experience one : Virtualisation (e.g. VMWare VSphere products) Container Technologies (e.g. Docker) Secure code review / Automated testing Big Data platforms (e.g. Hadoop Git) Scripting languages (e.g. PowerShell R Python) .NET programming Agile Continuous Integration tools Team () SQL Server Integration Services (SSIS) SQL Server Analytics Services (SSAS) SQL Server Reporting Services (SSRS) Power BI Sharepoint  Team Foundation Studio JIRA Virtualisation (e.g. VMWare VSphere products) Container Technologies (e.g. Docker) Secure code review / Automated testing Big Data platforms (e.g. Hadoop Git) Scripting languages (e.g. PowerShell R Python) .NET programming Agile Continuous Integration tools,5000.0,8000.0,6500.0,Med
MCF-2020-0071117,Permanent,Lead Data Scientist (Fintech),MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,7,Management,Consulting Information Technology Sciences  Laboratory  R&D,Lead high- machine real- Contribute Guide -disciplined Data Science Data Engineering research-oriented Work fast-paced environment communicate effectively Working Singapore needed 7 1 exposure banking FinTech Minimum Masters PhD field (Computer Science Mathematics Engineering Artificial Intelligence .) Advanced statistical machine learning models: Logistic Regression Support Vector Machines XGBoost Deep Learning models (CNNs/RNNs) Proficient scikit-learn Python Pandas Hadoop Spark SQL . Proficiency Amazon Web Services Proficiency Neo4J OrientDB AllegroGraph JanusDB . Additional proficiency Natural Language Processing Additional proficiency Keras TensorFlow Caffe Torch/PyTorch Spark MLlib Deep Learning framework Track record science end end.,8000.0,10000.0,9000.0,High
MCF-2020-0071562,Contract Permanent,Digital Product Specialist (Banking),OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,8,Professional,Information Technology,Masters fundamentals capabilities CUSTOMER JOURNEY .e. Customer Experience & Journey optimization Products Services Channel / Segment Optimization Business IT Delivery Develops phases products sales New product/ / lead . (New) Improvements new ideas . Customer Uses / technical ( ) Applies product/ maintain customers Keeps track developments ( area ) Weighs development new products services -products. Initiates Prioritizes owner Digital Studio lead Monitors requirements Minimum 7- project high Minimum 3-5 requirements user engineering data engineering Background UX preferred Experience Product Owner / Product Manager Strong software development lifecycle Experience Agile methodologies Strong leadership Excellent communication speaking Must player Strong Demonstrated Brings high-energy around Able comfortable & Passion innovation â doâ attitude,10000.0,12000.0,11000.0,High
MCF-2020-0071595,Permanent,Investment Analyst,LEGEND ASSET MANAGEMENT PTE. LTD.,0,Sr Executive,Banking  Finance,We - interests .  Work Develop test Demonstrated passion Strong Excellent communication Post- applied science business analytics Completed process CFA Program,4500.0,6000.0,5250.0,Low
MCF-2020-0070394,Contract Permanent,IT - Data Science Analyst,NTT DATA SINGAPORE PTE. LTD.,1,Sr Executive,Information Technology,A university Statistics/ Data Science/ Computing/Engineering strong background A understanding data learning NLP concepts Python Pyspark Spark SQL/mysql Hadoop -system (Hive HDFS Pig .) End end data production environment Familiarity Linux system Knowledge software Experience time visualizations large datasets Experience unstructured data,5000.0,8500.0,6750.0,Med
MCF-2020-0070586,Permanent,Senior Staff Data Scientist,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,7,Professional,Engineering Manufacturing Sciences  Laboratory  R&D,Work subject matter experts visualizations techniques  Data Mining Machine Learning Statistics Execute Industry 4.0 Prognostics Health Management projects Seagate APAC Operations stakeholders Technical science Deep Learning Develop data mining exploration Design learning deep learning algorithms Leverage /  data mining machine learning methods problems Quantify subject matter experts Provide staff Highly proficient Python SQL R Solid learning deep learning data mining data structures Hands- Keras Tensorflow XGBoost CNN GAN RNN Time Series Analysis Experience full- development. Knowledge Hadoop Spark. Ability infrastructure Version Git. Understanding software practices Demonstrate Leadership â Ability lead staff Teamwork self-motivated. Self-starter. Ability influence. Ability well environment Strong oral written communication . Strong analysis clear A non-native English Able hours Working : Industrial IoT Sensing & Devices Predictive Maintenance Prognostics & Health Management Industry 4.0 . Knowledge Time-series analysis Thesis predictive analytics  data  processing data- time-series language intelligence machine learning Proficiency Java JavaScript,7000.0,14000.0,10500.0,High
MCF-2020-0070365,Permanent,Senior Data Scientist,TARAN ADVISORY PTE. LTD.,5,Professional,Banking  Finance Risk Management,,7000.0,13000.0,10000.0,High
MCF-2020-0070226,Permanent,Assistant Professor of Information Systems (Tenure Track),SINGAPORE MANAGEMENT UNIVERSITY,0,Professional,Education  Training,,9000.0,16000.0,12500.0,High
MCF-2020-0070145,Permanent,Data Scientist -  (Full Stack Developer),LMA RECRUITMENT SINGAPORE PTE. LTD.,5,Sr Executive,Information Technology,,7000.0,10000.0,8500.0,High
MCF-2020-0070323,Permanent,Finance Associate,NETFLIX PTE. LTD.,5,Sr Executive,Banking  Finance,The Associate Manager Content Strategy & Analysis Southeast Asia based Singapore - Southeast Asia Content Team. Preparing deal analyses ( testing .) partnership Creative Business Affairs teams Conducting market Southeast Asia Conducting trends Regularly reports -- leaders Compiling post- Working cross- CS&A well Product Marketing Consumer Insights Data Science teams Candidates required Candidates fast-paced high results personal . Candidates must flexible 2-5 / media// strategy/business development/. We - analysis Prior Media/Entertainment plus Prior Southeast Asian markets High aptitude strong Excel Familiarity analysis Adept High proficiency MS Excel & PowerPoint; Bachelor degree English Bahasa / Thai,12000.0,15000.0,13500.0,High
MCF-2020-0070337,Contract Permanent,Teaching Assistant,NATIONAL UNIVERSITY OF SINGAPORE,0,Jr Executive,Others,Bachelor Master degree . Competence interpreting . Interest disciplines. Being proactive .,3750.0,4583.0,4166.5,Low
MCF-2020-0068996,Permanent,Data Science & AI Training Instructor,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,5,Sr Executive,Engineering Manufacturing Sciences  Laboratory  R&D Others,Be Evangelist Seagate Be Head Coach CDS . Ability CDS learning problem science techniques Design Be subject (SME) program Work closely Program Manager develop Conduct workshops Programâ . Prepare solutions. Share data best practices Develop AI Trainer Program Create lead blog Monitor Provide support participantsâ Complete ad- required Act participantsâ data science certification Be stakeholders Good oral written communication . Ability clear CDS Certification Program Effective management Demonstrated A self-starter. Ability well environment A non-native English Experienced data teaching Highly proficient - Python Python libraries SQL R TensorFlow Hands- KNIME Good understanding Hadoop Spark AWS Azure Containerization Edge Compute Solid learning deep learning data mining data Relevant Data Science/Analytics Relevant / delivering Data Science/Analytics . Ability,5000.0,8000.0,6500.0,Med
MCF-2020-0069198,Permanent,Principal (Data / AI / Analytic),INFOSYS CONSULTING PTE. LTD.,10,Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To analytics business strategies artificial intelligence(AI) machine learning data science business intelligence. Ability sets analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ecosystem including ( limited ) Experience financial services / Telcos Ability clientâ / business Ability /information information Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / controls / Experience Consulting . Understanding assets. Conceptualise data Assess BI/EPM develop - case Own outcomes organisations Understanding data big -time data Masters management . Manages    Infosys.   Reports .  Functional domains- IoT   AI Blockchain AR/VR Cloud Machine Learning Data Management Data   architecture. Leads teams Establishes    area Begins leadership IP Develops . Builds Bachelorâ degree Economics Engineering Strategy Statistics ; advanced degree (Masterâ MBA PhD .) preferred Relevant e.g. advanced cost IT . Tertiary qualifications marketing . Analytical Skills: Ability findings -. Collaborative social: Must people. Exceptional Communication . Strong Problem Solving Skills:See world clients. Relationship Management-Build stakeholders,10000.0,14000.0,12000.0,High
MCF-2020-0069190,Permanent,Senior Principal (Data / AI / Analytics),INFOSYS CONSULTING PTE. LTD.,10,Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To analytics business strategies artificial intelligence(AI) machine learning data science business intelligence. Ability sets analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ecosystem including ( limited ) Experience financial services / Telcos Ability clientâ / business Ability /information information Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / controls / Experience Consulting . Understanding assets. Conceptualise data Assess BI/EPM develop - case Own outcomes organisations Understanding data big -time data Lead managing    domains- IoT AI Blockchain AR/VR Cloud Machine   Learning Data Management Data architecture. Represents Infosys client â leads teamâ    Manages Establishes IP    Coaches    . Adjusts   individual Opens lead    opportunities. Presents effectively sales   meetingsâ Masters . Delivers complex   presentations . Delivers effective    Bachelorâ degree Economics Engineering Strategy Statistics ; advanced degree (Masterâ MBA PhD .) preferred Relevant e.g. advanced cost IT . Tertiary qualifications marketing . Analytical Skills: Ability findings -. Collaborative social: Must people. Exceptional Communication . Strong Problem Solving Skills:See world clients. Relationship Management-Build stakeholders,13000.0,18000.0,15500.0,High
MCF-2020-0069107,Permanent,A1 Support Engineer,DATAROBOT SINGAPORE PTE. LTD.,3,Professional,Information Technology,Respond       customers DataRobot Platform Triage      problems DataRobot Platform Work      DataRobot subject matter       issues Assist       develop support Design       services value       platform Learn      DataRobot Platform       techniques Document       Develop career       data science Experience       enterprise SaaS products AWS Experience       procedures Data Analyst       Data Operations working BI tools. Experience       SQL R Python Experience      working Linux Strong      verbal written communication 3+             Bachelor      degree relevant field (Computer Science Statistics Math)      equivalent A degree       computer science data science Experience       Jupyter Anaconda Experience       Data Science Data Analyst Data Operations      working big data. Respond customers DataRobot Platform Triage  problems DataRobot Platform Work DataRobot subject matter issues Assist develop support Design services Learn DataRobot Platform techniques Document Develop science,5000.0,12500.0,8750.0,High
MCF-2020-0069476,Permanent,Data Scientist,PALO IT SINGAPORE PTE. LTD.,3,Sr Executive,Consulting Information Technology, Identify use AI & Machine  Define data clientsâ state-- -art problems manner   Build statistical machine learning techniques patterns large data sets   Communicate   Evaluate third (e.g. deep learning NLP)   Collaborate clients Palo IT -- gather ML machine data-   Participate development assets/   Contribute thought   YouholdaBachelorMasterorPhDdegreeinComputerScienceStatisticsorrelated   Youarejustgraduatedorhavelessthan3yearsofworkingexperience   Goodknowledgeofsupervised/   GoodappliedskillswithstatisticalprogramminglanguagessuchasRPython(NumPy pandas) SAS SPSS .   Experiencewithmachinelearningframeworks(e.-learnSparkMLlibCaffe TensorFlow) / data (e.g. SAS Dataiku)   Data-orientedbackgroundinSQLdatawranglinganddatamodelling   Exposuretodataviztoolsand/(eg.TableauQlikD3.jsGGplot)   Willingnesstoapplyadvanceddatasciencetechniquessuchasdeeplearning reinforcement learning NLP...   Willingnesstobepartofamulti---end,5000.0,8000.0,6500.0,Med
MCF-2020-0068798,Permanent,Data Scientist,KAISHI PARTNERS PTE. LTD.,3,Professional,Information Technology,,7000.0,10000.0,8500.0,High
MCF-2020-0067896,Permanent,Data Science Lead,WIPRO LIMITED (SINGAPORE BRANCH),7,Professional,Information Technology,Manage data science machine learning Bigdata Project delivery Interpret problems Build Test - Visualize data Experiment techniques Align Overall 7-10 Solid understanding machine learning Data Scientist Build Features raw data science projects Knowledge data techniques Good Pyspark XGBoost Scikitlearn Tensorflow Experience SQL NoSQL databases Strong Degree Computer Science Data Science,5000.0,10000.0,7500.0,Med
MCF-2020-0067824,Permanent,Data Engineer,TALENT STORK PTE. LTD.,5,Jr Executive,Information Technology,Personally . Designing big data technologies part job. Build analytics pipeline metrics. Build data data sources SQL AWS âbig dataâ technologies. Assemble large complex data sets / non- requirements. Engage understand business strategies . Identify : - . Experience designing data . Programming programming languages : C C++ Java Perl Python Experience building data analytics solutions. Strong analytical understand data. Knowledge writing Advanced SQLs SQLs. Database development Relational MPP/distributed systems Oracle/Teradata/Vertica/Hadoop Experience data science machine learning tools/.,5000.0,7000.0,6000.0,Med
MCF-2020-0067724,Permanent,Lead Data Scientist,JEWEL PAYMENTECH PTE. LTD.,7,Professional,Information Technology,,9000.0,10000.0,9500.0,High
MCF-2020-0067984,Permanent,Data Scientist,FPT INFORMATION SYSTEM SINGAPORE PTE. LTD.,3,Professional,Information Technology,Member - data analytics AI machine learning (including NLP learning) . Oversee technical partners / analytics data science AI. Support business /- . Help business Tableau dashboards . Extract insights data visualization. Work development teams /machine RESTful-API microservices. BS Computer Science Mathematics Statistics Physics . Advanced machine learning AI preferred. Intermediate Python. Conversant algorithm SQL. Functional/object- development Java Scala plus. At 2 relevant : Hands- learning AI information retrieval. Experience GPU- deep learning frameworks ( Keras TensorFlow PyTorch) plus. Knowledge working -reduce systems Spark Kafka. Knowledge Bayesian statistics . Knowledge working data visualization tools like       Tableau PowerBI Qlik. Experience Agile/Scrum/Kanban . Hands- AWS GCP plus. Excellent interpersonal & -technical business users. Proven problem-solver.,6000.0,7500.0,6750.0,Med
MCF-2020-0068449,Permanent,Head Revenue Generation,STAFFONDEMAND PTE. LTD.,10,Management,Consulting,Make data- sales Deliver - Coordinate teams availability CNY . Drive analysis AOV / In- / Fulfillment plans Proactively identify opportunities workflow tasks KPIs Be initiate changes At 5 - : Management consulting Consumer Goods E-commerce/B2C start- MBA / Masters degree / / Experience management - Strong leadership Creative problem-solving Proactivity willingness passion Excellent project management high Excellent communication track successfully Exceptional analytical . Proven amounts SQL. Tableau Data Studio plus Flexible mindset environment,7000.0,11000.0,9000.0,High
MCF-2020-0067520,Permanent,Head of Data Science APAC,ZURICH INSURANCE COMPANY LTD (SINGAPORE BRANCH),10,Management,Insurance,,10500.0,16000.0,13250.0,High
MCF-2020-0067299,Permanent,Data Engineer,TALENT STORK PTE. LTD.,3,Sr Executive,Engineering,Involve data technologies (Teradata HANA Vertica Hadoop Kafka Spark Cassandra ). Build analytics pipeline metrics. Build data data sources SQL AWS âbig dataâ technologies. Assemble large complex data sets / non- requirements. Engage understand business strategies . Identify : - . Experience designing data . Programming programming languages : C C++ Java Perl Python Experience building data analytics solutions. Strong analytical understand data. Knowledge writing Advanced SQLs SQLs. Database development Relational MPP/distributed systems. Experience data science machine learning tools/.,7000.0,7500.0,7250.0,Med
MCF-2020-0067374,Permanent,Machine Learning Engineer - 20160532,CITIBANK N.A.,3,Management,Banking  Finance,Build data - learning statistical techniques. Build analytics solutions . Plan - ecosystem . Monitor development operational business users Ensure followed processes Appropriately Citigroup Policy conduct managing issues . 3+ machine analytics techniques. In data processing monitoring. Working . Good software engineering data analytics. Hands- XGBoost scikit-learn PySpark Tensorflow preferred. Experience financial preferred. Bachelorâ degree/University degree equivalent,5000.0,8500.0,6750.0,Med
MCF-2020-0067516,Permanent,Cyber Security Engineer,HEARTI LAB PTE. LTD.,3,Sr Executive,Engineering Information Technology,Explore client- Work insights Provide cyber & collaboration Perform code Provide analysis data networks Provide Provide services,4500.0,7000.0,5750.0,Med
MCF-2020-0066765,Contract,Research Fellow (contract ending 31 March 2021) LARC,STAFFONDEMAND PTE. LTD.,3,Management,Engineering,The Research Fellow LARC (Living Analytics Research Centre) researchers urban/ Data Text Mining Machine Learning Deep Learning Crowdsourcing Recommender Systems Social-Urban Sensing Big Data Infrastructure. Design develop algorithms   models.  Design . Assist data infrastructure . PhD Computer Science disciplines. Good relevant  research  topics    possess  research .                  Proficient one programming languages: Java Python C# C++ C. Strong interest Al Deep Learning Machine Learning field . Self-motivated . Excellent player inter-personal . Analytical .,4000.0,8000.0,6000.0,Med
MCF-2020-0067637,Contract Permanent,Scientist (Machine Intellection) I2R,A*STAR RESEARCH ENTITIES,0,Professional,Sciences  Laboratory  R&D,PhD Computer Science Statistics Data Science intensive one : Large- learning Deep unsupervised Applying state-- learning techniques different domains Possess PhD corporate application oriented environments Ability independently Team player Experience Tensor Flow Theano Caffe CNTK Strong programming Perl Bash C/C++ Java Python R MATLAB Possess computer vision deep learning Good interpersonal communication,4500.0,9000.0,6750.0,Med
MCF-2020-0066535,Permanent,Data Scientist,TRUSTY CARS PTE. LTD.,3,Sr Executive,Information Technology,Exploring large datasets Fluid data Fluid mining techniques ( anomaly ) identify /product Identify opportunities / opportunities/processes Assist Manage Master Ph.D. Computer Science Statistics Mathematics Economics quantitative discipline At 3 5 - Data Science statistical - algorithm- learning Strong data Strong working Scikit machine learning models Fluid programming (MySQL SQL Python) Fluid variety preferably Python Broad- attention insights Excellent communication (oral ) (technical non-technical) business/ Experience working product- e- advantageous,5000.0,8000.0,6500.0,Med
MCF-2020-0066488,Contract Permanent,Visiting Professor,NATIONAL UNIVERSITY OF SINGAPORE,10,Professional,Education  Training,,9000.0,12000.0,10500.0,High
MCF-2020-0065596,Permanent,Data Scientist,FLOWSERVE PTE LTD,2,Sr Executive,Information Technology Manufacturing,,6500.0,7500.0,7000.0,Med
