Job_Id,Emp_Type,Job_Title,Company,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Salary_range
MCF-2020-0071844,Contract,Solution Architect,PM-PARTNERS SINGAPORE PTE. LTD.,2,Sr Executive,Information Technology,,5000.0,7000.0,6000.0,Med
MCF-2020-0072378,Contract Permanent,Research Engineer (Deep Learning 2.0) I2R,A*STAR RESEARCH ENTITIES,0,Jr Executive,Sciences  Laboratory  R&D,Minimum Bachelor Computer Science Statistics Data Science intensive fields expertise one : Experience corporate application oriented environments plus Ability independently well teams highly desired Good communication proposals reports publications Experience one Tensor Flow Theano Caffe CNTK. Skills Strong programming abilities (e.g. Perl Bash C/C++ Java Python R MATLAB) Computer vision deep learning desirable,3900.0,7800.0,5850.0,Med
MCF-2020-0071969,Contract Permanent,Senior Research Engineer (Computer Science),NANYANG TECHNOLOGICAL UNIVERSITY,5,Management,Information Technology,Design language processing (NLP) algorithms models analysis e.g. - resolution Application NLP information retrieval (IR) Conduct âtranslationalâ research apply state--- scale real Documentation Mentoring PhD computer science Minimum 5 software development Experience background NLP Passionate NLP AI applications Proficient one programming languages (e.g. Python C/C++ .) /modules Experience large- processing analytics Good publication,5500.0,8250.0,6875.0,Med
MCF-2020-0072375,Contract Permanent,Senior /  Research Engineer (Machine Intellection) I2R,A*STAR RESEARCH ENTITIES,0,Professional,Sciences  Laboratory  R&D,Biomarker detection clustering; Correlation analysis. 2/3D image segmentation; Image ; Gene ; Anomaly detection Bachelors Masters Computer Science Statistics Data Science intensive fields Strong deep learning applied ; Expertise one healthcare topics detection image . Ability independently well teams highly desired. Good communication proposals reports publications. Proficiency spoken written English. Strong programming abilities (e.g. Perl Bash C/C++ Java Python R MATLAB). Experience one TensorFlow Pytorch Theano Caffe CNTK Skills Experience machine learning scale plus,3900.0,7800.0,5850.0,Med
MCF-2020-0072372,Contract Permanent,Senior /  Research Engineer (Machine Intellection) I2R,A*STAR RESEARCH ENTITIES,0,Jr Executive,Sciences  Laboratory  R&D,Biomarker detection clustering; Correlation analysis. 2/3D image segmentation; Image ; Gene ; Anomaly detection Bachelors Masters Computer Science Statistics Data Science intensive fields Strong deep learning applied ; Expertise one healthcare topics detection image . Ability independently well teams highly desired. Good communication proposals reports publications. Proficiency spoken written English. Strong programming abilities (e.g. Perl Bash C/C++ Java Python R MATLAB). Experience one TensorFlow Pytorch Theano Caffe CNTK Skills Experience machine learning scale plus,3000.0,5500.0,4250.0,Low
MCF-2020-0071094,Permanent,ENGINEER - F10 DATA SCIENCE,MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD.,2,Jr Executive,Engineering,,3400.0,6500.0,4950.0,Low
JOB-2020-0000817,Permanent,Data Science & AI Programme Manager,GOVERNMENT TECHNOLOGY AGENCY,0,Management,Information Technology Public  Civil Service,Drive across Whole--Government Data Science Develop software methodologies best practices Data Science & AI Forge efforts Collaborate organisations engage Data Science & AI community Data Science- Strategize maintain Data Science & AI tools Whole--Government Manage aspects independently includingâ limited toâ execution Degree Diploma Computer Science Information Technology equivalent Minimum 3 relevant IT consulting/project management business analytics Experience working large- aspects planning stakeholder management Good understanding Confident group Strong understanding Data Science & AI Big Data architecture Excellent English language oral written Comfortable independently Knowledge Data Science tools working Data Science & AI domain prior projects,5500.0,8000.0,6750.0,Med
MCF-2020-0070847,Permanent,Manager (Data Security) (JD#5939),SCIENTE INTERNATIONAL PTE. LTD.,5,Management,Information Technology,Degree Computer Science Engineering Information Technology Information Security Data Science; Minimum 3 relevant Data standards; Good Information Security Governance Risk Management Compliance Regulatory ; Knowledge challenges ; Some ; Ability articulate enterprise data vision translate ; Well versed stakeholder management excellent communication ; Should proactive . CISSP CISM CISA certifications; Experience data science data platforms. Design implement data processes ; Work Data Security policies support Enterprise Data Ecosystem; Ensure enterprise assess risk ( ) involved ; Understand / data sources support transformation data use ; Engage stakeholders practices; Work Security Practitioners .,4500.0,8000.0,6250.0,Med
MCF-2020-0070901,Contract Permanent,Data Scientist (Scientific Infrastructure and Analytics) ICES,A*STAR RESEARCH ENTITIES,2,Jr Executive,Sciences  Laboratory  R&D,Work researchers establish data model chemistry/process development Collaborate IT establish data data. Apply build analytics scientific . Work management develop strategy limited identifying needed chemistry/ processing visualizations self-service. Work researchers create effectiveness ICES Act project teams application process modeling support catalyst chemistry/process development. Support building data- data- data- analysis Be methods apply business techniques models Actively internal external business IT stakeholders network PhD Masters Degree Science Computer Science . (Experience 2-5 (PhD) 5 (Masters) Ability operations technology problems apply high degree innovation. Working large data management analysis well strategies visualization communication Strong foundation statistical data management data security data visualization science. Knowledge programming languages platforms R Python JAVA C++ Python .NET SQL Working artificial including Artificial Neural Networks (ANNs) Genetic Algorithms (GAs) Swarm Intelligence Multi-objective Optimizations Fuzzy Logic Systems Good understanding chemistry desirable Excellent communication oral written Flexibility responsibilities Ability plan/ tasks documentation Ability efficiently multi--,4500.0,9000.0,6750.0,Med
MCF-2020-0070949,Permanent,Senior Manager Analytics Products and Services,STARHUB LTD.,10,Management,Others,,9000.0,11500.0,10250.0,High
JOB-2019-0181900,Permanent,Infrastructure Engineer Infrastructure Data & Platform,GOVERNMENT TECHNOLOGY AGENCY,0,Management,Information Technology Public  Civil Service,Key building management new data platform Whole-Of-Government services Responsible development real-time processing pipelines scale data Data Analysts Collaborate stakeholders statements Whole-Of-Government Degree Computer Science Computer Electronics Engineering Information Technology disciplines Minimum 3 relevant IT deploying IT services roles Familiar frameworks Spark Good understanding programming languages Python Java Scala Strong command SQL NoSQL Experience data warehousing The : Building data use ETL tools Informatica NiFi Flink Ability Hadoop Hortonworks Cloudera Experience data science libraries Python Pandas Numpy Seaborn Understand ICT domain Enterprise ADPowershell / Bash scripting  Building data use ETL tools Informatica NiFi Flink Ability Hadoop Hortonworks Cloudera Experience data science libraries Python Pandas Numpy Seaborn Understand ICT domain Enterprise ADPowershell / Bash scripting  Good player strong analytical problem solving,5000.0,10000.0,7500.0,Med
MCF-2020-0071259,Permanent,Manager Digital Experience - Global Finance,JOHNSON & JOHNSON PTE. LTD.,5,Management,Information Technology,Identify user requirements solutions project developers Formulate use Develop Human Centric experiences Understanding data Science capabilities Recommendation Engine collaboration Manage engage SMEs internal stakeholders IT development partners Drive innovation Iterative testing Work stakeholders management resolution Define management Maintain product backlog continuously improve features Digital Platform Governance Keep --date trends space data analytics data science 5 8 relevant UX human- Experience Design Thinking / Human- Design Operational -set data problem-solving Proven track record ownership . Ability variety Exceptional interpersonal communication ( written verbal) . Experience technical non-technical Energetic problem-solving deal may necessary Working BI platform Strong program Strong sense ownership done Good -functional Advanced quantitative analytical Structured thinking strong problem- Result oriented driven Working understanding Agile methodology Individual preferred must Ability lead teamwork drive achievements Good written,8000.0,16000.0,12000.0,High
JOB-2020-0000812,Permanent,DevOps Engineer (Enterprise Information Management),GOVERNMENT TECHNOLOGY AGENCY,0,Management,Information Technology Public  Civil Service,Provide production operational support system Participate building big data infrastructure analytics data science Develop deployment components system Perform existing environments Build Continuous Integration Delivery (CI/CD) pipeline applications Liaise / manage Degree Diploma Computer Science Information Technology disciplines Hands- SQL Microsoft Business Intelligence data management limited : SQL Server Integration Services (SSIS) SQL Server Analytics Services (SSAS) SQL Server Reporting Services (SSRS) Power BI Sharepoint  Team Foundation Studio JIRA Experience one : Virtualisation (e.g. VMWare VSphere products) Container Technologies (e.g. Docker) Secure code review / Automated testing Big Data platforms (e.g. Hadoop Git) Scripting languages (e.g. PowerShell R Python) .NET programming Agile Continuous Integration tools Team player communication (interpersonal verbal) SQL Server Integration Services (SSIS) SQL Server Analytics Services (SSAS) SQL Server Reporting Services (SSRS) Power BI Sharepoint  Team Foundation Studio JIRA Virtualisation (e.g. VMWare VSphere products) Container Technologies (e.g. Docker) Secure code review / Automated testing Big Data platforms (e.g. Hadoop Git) Scripting languages (e.g. PowerShell R Python) .NET programming Agile Continuous Integration tools,5000.0,8000.0,6500.0,Med
MCF-2020-0071117,Permanent,Lead Data Scientist (Fintech),MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,7,Management,Consulting Information Technology Sciences  Laboratory  R&D,Lead development validation high- machine features solutions real- Contribute product features Guide mentor multi-disciplined Data Science Data Engineering research-oriented implementation scale Work fast-paced environment communicate effectively Working Singapore needed 7 relevant including 1 exposure banking FinTech Minimum Masters PhD equivalent quantitative field (Computer Science Mathematics Engineering Artificial Intelligence .) Advanced statistical machine learning models: Logistic Regression Support Vector Machines XGBoost Deep Learning models (CNNs/RNNs) Proficient scikit-learn Python Pandas Hadoop Spark SQL . Proficiency Amazon Web Services Proficiency Neo4J OrientDB AllegroGraph JanusDB . Additional proficiency Natural Language Processing Additional proficiency Keras TensorFlow Caffe Torch/PyTorch Spark MLlib Deep Learning framework Track record science projects delivering end end.,8000.0,10000.0,9000.0,High
MCF-2020-0071562,Contract Permanent,Digital Product Specialist (Banking),OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,8,Professional,Information Technology,Masters fundamentals capabilities CUSTOMER JOURNEY .e. Customer Experience & Journey optimization Products Services Channel / Segment Optimization Business IT Delivery Develops phases products services well sales New product/ service product/ lead . (New) Improvements new ideas . Customer Uses / technical expertise contribute ( ) Applies product/ service develop maintain customers Keeps track developments ( area ) Weighs development new products services -products. Initiates Prioritizes interests feasibility role product owner Digital Studio lead Monitors requirements Minimum 7-10 banking project high level understanding Minimum 3-5 requirements user engineering data science software engineering Background UX preferred Experience Product Owner / Product Manager Strong software development lifecycle Experience Agile methodologies Strong leadership Excellent communication presentation high degree comfort speaking Must player Strong analytical quantitative Demonstrated Brings high-energy job influence around Able build sense comfortable & Passion innovation â doâ attitude,10000.0,12000.0,11000.0,High
MCF-2020-0071595,Permanent,Investment Analyst,LEGEND ASSET MANAGEMENT PTE. LTD.,0,Sr Executive,Banking  Finance,We - interests technology services.  Work Develop test Demonstrated passion Strong analytical numerical Excellent communication issues requirements Post- applied science business analytics Completed process CFA Program,4500.0,6000.0,5250.0,Low
MCF-2020-0070394,Contract Permanent,IT - Data Science Analyst,NTT DATA SINGAPORE PTE. LTD.,1,Sr Executive,Information Technology,A university degree higher Statistics/ Data Science/ Computing/Engineering strong background A understanding data analysis machine learning NLP concepts Python Pyspark Spark SQL/mysql Hadoop -system (Hive HDFS Pig .) End end data modelling deployment production environment Familiarity Linux system Knowledge software Experience time visualizations large datasets Experience unstructured data sources analysis,5000.0,8500.0,6750.0,Med
MCF-2020-0070586,Permanent,Senior Staff Data Scientist,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,7,Professional,Engineering Manufacturing Sciences  Laboratory  R&D,Work subject matter experts questions development visualizations techniques  Data Mining Machine Learning Statistics Execute Industry 4.0 Prognostics Health Management projects Seagate APAC Operations stakeholders Technical lead data science projects area Deep Learning Develop data mining exploration Design develop machine learning deep learning algorithms Leverage /  data mining machine learning methods problems Quantify effectiveness value subject matter experts Provide staff Highly proficient Python SQL R Solid technical machine learning deep learning data mining data structures Hands- Keras Tensorflow XGBoost CNN GAN RNN Time Series Analysis Experience full- development. Knowledge Hadoop Spark. Ability infrastructure Version Git. Understanding software practices Demonstrate Leadership â Ability lead staff Teamwork self-motivated. Self-starter. Ability influence. Ability well environment Strong oral written communication . Strong analysis clear A well native non-native English Able participate conference hours Working : Industrial IoT Sensing & Devices Predictive Maintenance Prognostics & Health Management Industry 4.0 . Knowledge Time-series analysis Thesis research topics predictive analytics  data  processing data- time-series language intelligence machine learning Proficiency Java JavaScript would plus,7000.0,14000.0,10500.0,High
MCF-2020-0070365,Permanent,Senior Data Scientist,TARAN ADVISORY PTE. LTD.,5,Professional,Banking  Finance Risk Management,,7000.0,13000.0,10000.0,High
MCF-2020-0070226,Permanent,Assistant Professor of Information Systems (Tenure Track),SINGAPORE MANAGEMENT UNIVERSITY,0,Professional,Education  Training,,9000.0,16000.0,12500.0,High
MCF-2020-0070145,Permanent,Data Scientist -  (Full Stack Developer),LMA RECRUITMENT SINGAPORE PTE. LTD.,5,Sr Executive,Information Technology,,7000.0,10000.0,8500.0,High
MCF-2020-0070323,Permanent,Finance Associate,NETFLIX PTE. LTD.,5,Sr Executive,Banking  Finance,The Associate Manager Content Strategy & Analysis Southeast Asia based Singapore partner go- Southeast Asia Content Team. Preparing deal analyses ( testing .) partnership Creative Business Affairs teams Conducting market Southeast Asia Conducting analysis key trends Regularly reports -- leaders Compiling post- optimization improvement Working cross- CS&A well Product Marketing Consumer Insights Data Science teams Candidates required Candidates fast-paced high level intellectual results personal integrity ethics. Candidates must flexible 2-5 / media// strategy/business development/. We worked highly- analysis Prior Media/Entertainment plus Prior Southeast Asian markets High aptitude strong Excel Familiarity analysis Adept High proficiency MS Excel & PowerPoint; working statistics Bachelor degree mathematics statistics relevant field English Bahasa / Thai,12000.0,15000.0,13500.0,High
MCF-2020-0070337,Contract Permanent,Teaching Assistant,NATIONAL UNIVERSITY OF SINGAPORE,0,Jr Executive,Others,Bachelor Master degree preferably teaching . Competence interpreting . Interest disciplines. Being proactive .,3750.0,4583.0,4166.5,Low
MCF-2020-0068996,Permanent,Data Science & AI Training Instructor,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,5,Sr Executive,Engineering Manufacturing Sciences  Laboratory  R&D Others,Be Evangelist area data science advanced analytics grow Seagate Be Head Coach CDS . Ability CDS learning problem solving data science techniques Design maintain program Be subject (SME) program Work closely Program Manager develop Conduct workshops Programâ . Prepare solutions. Share data best practices Develop AI Trainer Program Create lead blog Monitor respond queries Provide support participantsâ Complete ad- required Act participantsâ data science projects part certification Be required conference hours communicate stakeholders Good oral written communication . Ability clear CDS Certification Program Effective organizational time management Demonstrated professional ethics A self-starter. Ability well environment A well native non-native English Experienced data scientist passionate teaching Highly proficient - Python Python libraries SQL R TensorFlow Hands- KNIME Good understanding Hadoop Spark AWS Azure Containerization Edge Compute Solid technical machine learning deep learning data mining data Relevant Data Science/Analytics Relevant / delivering Data Science/Analytics training plus. Ability,5000.0,8000.0,6500.0,Med
MCF-2020-0069198,Permanent,Principal (Data / AI / Analytic),INFOSYS CONSULTING PTE. LTD.,10,Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To analytics business strategies artificial intelligence(AI) machine learning data science business intelligence. Ability sets data sets visualization data analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ecosystem including ( limited ) process business Experience advisory function financial services / Telcos Ability clientâ / help execution improve products value client business Ability sets data/information information Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / controls / Experience Consulting . Understanding assets. Conceptualise data Assess BI/EPM develop - architecture business case Own outcomes organisations Understanding data modelling context big data real-time data Masters management . Manages    value client Infosys.   Reports .  Functional domains- IoT   AI Blockchain AR/VR Cloud Machine Learning Data Management Data   architecture. Leads teams Establishes deployment delivery    area Begins leadership IP Develops . Builds Bachelorâ degree Economics Engineering Strategy Statistics ; advanced degree (Masterâ MBA PhD .) preferred Relevant e.g. customer strategy journey segmentation advanced model process cost IT . Tertiary qualifications marketing . Analytical Skills: Ability findings -. Collaborative social: Must people. Exceptional Communication . Strong Problem Solving Skills:See world clients. Relationship Management-Build clients internal stakeholders,10000.0,14000.0,12000.0,High
MCF-2020-0069190,Permanent,Senior Principal (Data / AI / Analytics),INFOSYS CONSULTING PTE. LTD.,10,Management,Consulting,Demonstrated Digital/Data/AI Analytics AI/Data Scientist/Data Insights: To analytics business strategies artificial intelligence(AI) machine learning data science business intelligence. Ability sets data sets visualization data analytics tools like SAS SQL Adobe Tableau Qlikview MSBI In- ecosystem including ( limited ) process business Experience advisory function financial services / Telcos Ability clientâ / help execution improve products value client business Ability sets data/information information Data Strategist/Strategy Data Transformation - Expertise implementation AI/Analytics/data data data security. Experience part / controls / Experience Consulting . Understanding assets. Conceptualise data Assess BI/EPM develop - architecture business case Own outcomes organisations Understanding data modelling context big data real-time data Lead managing    domains- IoT AI Blockchain AR/VR Cloud Machine   Learning Data Management Data architecture. Represents Infosys client â leads teamâ   interactions client Manages Establishes IP    Coaches project members    . Adjusts approach get   individual Opens conversations new lead    opportunities. Presents effectively sales   meetingsâ self others Masters . Delivers complex   presentations . Delivers effective    Bachelorâ degree Economics Engineering Strategy Statistics ; advanced degree (Masterâ MBA PhD .) preferred Relevant e.g. customer strategy journey segmentation advanced model process cost IT . Tertiary qualifications marketing . Analytical Skills: Ability findings -. Collaborative social: Must people. Exceptional Communication . Strong Problem Solving Skills:See world clients. Relationship Management-Build clients internal stakeholders,13000.0,18000.0,15500.0,High
MCF-2020-0069107,Permanent,A1 Support Engineer,DATAROBOT SINGAPORE PTE. LTD.,3,Professional,Information Technology,Respond       customers DataRobot Platform Triage      problems DataRobot Platform Work      DataRobot subject matter scientists engineers       issues Assist       develop support Design       services value       platform Learn      DataRobot Platform       techniques Document       Develop career       data science Experience       enterprise SaaS products AWS Experience       procedures Data Analyst       Data Operations working BI tools. Experience       SQL R Python Experience      working Linux Strong      verbal written communication 3+       analytical role       passion learn Bachelor      degree relevant field (Computer Science Statistics Math)      equivalent A degree       computer science data science Experience       Jupyter Anaconda Experience       Data Science Data Analyst Data Operations      working big data. Respond customers DataRobot Platform Triage  problems DataRobot Platform Work DataRobot subject matter scientists engineers issues Assist develop support Design services value platform Learn DataRobot Platform techniques Document Develop career data science,5000.0,12500.0,8750.0,High
MCF-2020-0069476,Permanent,Data Scientist,PALO IT SINGAPORE PTE. LTD.,3,Sr Executive,Consulting Information Technology, Identify use AI & Machine  Define data clientsâ state-- -art methods solve problems manner   Build statistical machine learning techniques patterns large data sets   Communicate potential improvement   Evaluate third (e.g. deep learning NLP)   Collaborate clients Palo IT practices build -- gather data features ML algorithms well machine data-   Participate development assets/   Contribute thought leadership research   YouholdaBachelorMasterorPhDdegreeinComputerScienceStatisticsorrelated discipline performance analytic required   Youarejustgraduatedorhavelessthan3yearsofworkingexperience   Goodknowledgeofsupervised/   GoodappliedskillswithstatisticalprogramminglanguagessuchasRPython(NumPy pandas) SAS SPSS .   Experiencewithmachinelearningframeworks(e.-learnSparkMLlibCaffe TensorFlow) / data (e.g. SAS Dataiku)   Data-orientedbackgroundinSQLdatawranglinganddatamodelling   Exposuretodataviztoolsand/(eg.TableauQlikD3.jsGGplot)   Willingnesstoapplyadvanceddatasciencetechniquessuchasdeeplearning reinforcement learning NLP...   Willingnesstobepartofamulti---end,5000.0,8000.0,6500.0,Med
MCF-2020-0068798,Permanent,Data Scientist,KAISHI PARTNERS PTE. LTD.,3,Professional,Information Technology,,7000.0,10000.0,8500.0,High
MCF-2020-0067896,Permanent,Data Science Lead,WIPRO LIMITED (SINGAPORE BRANCH),7,Professional,Information Technology,Manage data science machine learning Bigdata Project delivery Interpret problems Build Test performance data- Visualize data Experiment techniques Align Overall 7-10 Solid understanding machine learning Data Scientist Build Features raw data come data science projects Knowledge data management visualization techniques Good Pyspark XGBoost Scikitlearn Tensorflow Experience SQL NoSQL databases Strong organizational leadership Degree Computer Science Data Science,5000.0,10000.0,7500.0,Med
MCF-2020-0067824,Permanent,Data Engineer,TALENT STORK PTE. LTD.,5,Jr Executive,Information Technology,Personally involved development . Designing developing scaling big data technologies part job. Build analytics tools data pipeline insights key metrics. Build transformation loading data data sources SQL AWS âbig dataâ technologies. Assemble large complex data sets / non- requirements. Engage directly key understand business strategies . Identify : - . Experience designing data models efficiency quality data. Programming programming languages : C C++ Java Perl Python Experience building data pipeline data analytics solutions. Strong analytical communication driven understand data. Knowledge writing Advanced SQLs SQLs. Database development Relational MPP/distributed systems Oracle/Teradata/Vertica/Hadoop Experience data science machine learning tools/technologies plus.,5000.0,7000.0,6000.0,Med
MCF-2020-0067724,Permanent,Lead Data Scientist,JEWEL PAYMENTECH PTE. LTD.,7,Professional,Information Technology,,9000.0,10000.0,9500.0,High
MCF-2020-0067984,Permanent,Data Scientist,FPT INFORMATION SYSTEM SINGAPORE PTE. LTD.,3,Professional,Information Technology,Member - data analytics AI development works machine learning (including NLP learning) experimental optimization. Oversee technical partners /services data analytics data science AI. Support business users assessment/validation partner- deployment production. Help business Tableau dashboards . Extract insights data visualization. Work closely application development teams /machine RESTful-API microservices. BS Computer Science Mathematics Statistics Physics discipline required. Advanced degree analytics machine learning AI preferred. Intermediate Python. Conversant algorithm SQL. Functional/object- development Java Scala plus. At 2 relevant industry two : Hands- learning AI information retrieval. Experience GPU- deep learning frameworks ( Keras TensorFlow PyTorch) plus. Knowledge working -reduce systems Spark Kafka. Knowledge Bayesian statistics . Knowledge working data visualization tools like       Tableau PowerBI Qlik. Experience Agile/Scrum/Kanban methodologies plus. Hands- AWS GCP plus. Excellent interpersonal & communication non-technical business users. Proven problem-solver.,6000.0,7500.0,6750.0,Med
MCF-2020-0068449,Permanent,Head Revenue Generation,STAFFONDEMAND PTE. LTD.,10,Management,Consulting,Make data- sales Deliver based analysis trends customer- Coordinate teams availability CNY . Drive analysis AOV / In- / Fulfillment plans Proactively identify opportunities workflow tasks KPIs Be initiate changes At 5 relevant top- one fields: Management consulting Consumer Goods E-commerce/B2C start- MBA / Masters degree / / Experience management - monitoring plus Strong leadership Creative problem-solving Proactivity willingness passion Excellent project management high degree organization Excellent communication interpersonal proven track successfully Exceptional analytical . Proven amounts proficiency excel SQL. Tableau Data Studio plus Flexible mindset environment,7000.0,11000.0,9000.0,High
MCF-2020-0067520,Permanent,Head of Data Science APAC,ZURICH INSURANCE COMPANY LTD (SINGAPORE BRANCH),10,Management,Insurance,,10500.0,16000.0,13250.0,High
MCF-2020-0067299,Permanent,Data Engineer,TALENT STORK PTE. LTD.,3,Sr Executive,Engineering,Involve development developing scaling big data technologies (Teradata HANA Vertica Hadoop Kafka Spark Cassandra ). Build analytics tools data pipeline insights key metrics. Build transformation loading data data sources SQL AWS âbig dataâ technologies. Assemble large complex data sets / non- requirements. Engage directly key understand business strategies . Identify : - . Experience designing data models efficiency quality data. Programming programming languages : C C++ Java Perl Python Experience building data pipeline data analytics solutions. Strong analytical communication driven understand data. Knowledge writing Advanced SQLs SQLs. Database development Relational MPP/distributed systems. Experience data science machine learning tools/technologies plus.,7000.0,7500.0,7250.0,Med
MCF-2020-0067374,Permanent,Machine Learning Engineer - 20160532,CITIBANK N.A.,3,Management,Banking  Finance,Build data science applications - systems machine learning statistical methods analytics techniques. Build analytics solutions . Plan - ecosystem customer marketing. Monitor control phases development process analysis implementation well operational support applications business users Ensure followed processes Appropriately Citigroup clients assets Policy conduct managing issues . 3+ machine analytics techniques. In depth building data processing monitoring. Working engineering automation. Good understanding principles software engineering data analytics. Hands- XGBoost scikit-learn PySpark Tensorflow preferred. Experience financial preferred. Bachelorâ degree/University degree equivalent,5000.0,8500.0,6750.0,Med
